Molecule_Name,Smiles,human_VDss_L_kg,Source,CAS
Nalmefene,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=C)CC[C@@]36O,8.2,10.1124/dmd.118.082966,55096-26-9
Naloxone,Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,1.7,10.1124/dmd.118.082966,465-65-6
Naltrexone,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,7.6,10.1124/dmd.118.082966,16590-41-3
Naphtidrofuryl oxalate,CCN(CC)CCOC(=O)C(Cc1cccc2c1cccc2)CC3CCCO3,0.98,10.1124/dmd.118.082966,31329-57-4
Naproxen,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,0.09,10.1124/dmd.118.082966,22204-53-1
Napsagatran,NC(=N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C4CC4)C1,0.36,10.1124/dmd.118.082966,154397-77-0
Naratriptan,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,2.4,10.1124/dmd.118.082966,121679-13-8
Nateglinide,CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O,0.15,10.1124/dmd.118.082966,105816-04-4
NBI-1,C[C@H](c1c2ccccc2sc1CCN(C)C)c1ccccn1,1.83,10.1124/dmd.118.082966,1190929-42-0
NBI-2,CN(C)CCC1Cc2cc(ccc2C=1Cc1cccnn1)F,1.11,10.1124/dmd.118.082966,1190929-44-2
NBI-3,C[C@H](C1=C(CCN(C)C)Cc2ccccc12)c1cnccn1,1.86,10.1124/dmd.118.082966,1190929-46-4
NBI-4,C[C@@H](c1cccnc1F)c1c2ccccc2sc1CCN(C)C,5.73,10.1124/dmd.118.082966,1190929-48-6
Nebivolol,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]3CCc4cc(F)ccc4O3,11,10.1124/dmd.118.082966,118457-14-0
Nedaplatin,O1[Pt](OC(=O)C1)(N),0.67,10.1124/dmd.118.082966,95734-82-0
Nedocromil,c12c(c3c(c(cc(o3)C(O)=O)=O)cc1c(cc(n2CC)C(O)=O)=O)CCC,0.43,10.1124/dmd.118.082966,69049-73-6
Nefazodone,CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4,0.51,10.1124/dmd.118.082966,83366-66-9
Nefopam,CN1CCOC(c2ccccc2)c3ccccc3C1,5.6,10.1124/dmd.118.082966,13669-70-0
Nelarabine,COc1nc(N)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,4.9,10.1124/dmd.118.082966,121032-29-9
Nemonoxacin,C(C(=C(N1C2CC2)C(=C2N(C[C@](C[C@]3([H])C)(N)[H])C3)OC)C=C2)(C(=C1)C(O)=O)=O,1.9,10.1124/dmd.118.082966,378746-64-6
Nemorubicin,c1(cccc2c1C(c1c(O)c3c(c(c1C2=O)O)C[C@](C(CO)=O)(O)C[C@@H]3O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)[N@]1CCO[C@@H](C1)OC)=O)OC,49,10.1124/dmd.118.082966,108852-90-0
Neostigmine,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,0.74,10.1124/dmd.118.082966,59-99-4
Nesiritide,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CC(C=CC=C1)=C1)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)N1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=CNC2)N=2)C(=O)O)C(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC2)N2C(=O)[C@@H](N)CO)C(C)C)C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(NCC1=O)=O)CO)=O)CO)=O)CO)=O)CO)=O,0.19,10.1124/dmd.118.082966,124584-08-3
Netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O,0.073,10.1124/dmd.118.082966,56391-56-1
Netupitant,Cc1ccccc1c2cc(ncc2N(C)C(=O)C(C)(C)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C,5.54,10.1124/dmd.118.082966,290297-26-6
Nevirapine,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,1.3,10.1124/dmd.118.082966,129618-40-2
Nicainoprol,C1CCN(C(c2cccnc2)=O)c2c1cccc2OC[C@@H](CNC(C)C)O,0.67,10.1124/dmd.118.082966,76252-06-7
Nicardipine,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C,1,10.1124/dmd.118.082966,55985-32-5
Nicorandil,c1(C(NCCO[N+](=O)[O-])=O)cccnc1,1.4,10.1124/dmd.118.082966,65141-46-0
Nicotine,CN1CCC[C@H]1c2cccnc2,2.6,10.1124/dmd.118.082966,1954/11/5
Nifedipine,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,0.79,10.1124/dmd.118.082966,21829-25-4
Nifekalant,n1(c(=O)n(c(=O)cc1NCC[N@@](CCCc1ccc(cc1)[N+](=O)[O-])CCO)C)C,1.96,10.1124/dmd.118.082966,130636-43-0
Nimodipine,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC(C)C)C,1.1,10.1124/dmd.118.082966,66085-59-4
Nintedanib,CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5,15,10.1124/dmd.118.082966,656247-17-5
Nisoldipine,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OCC(C)C)C,5.5,10.1124/dmd.118.082966,63675-72-9
Nitrazepam,O=C1CN=C(c2ccccc2)c3cc(ccc3N1)N(=O)=O,1.7,10.1124/dmd.118.082966,146-22-5
Nitrendipine,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC)C,6.1,10.1124/dmd.118.082966,39562-70-4
Nitrofurantoin,O=C1CN(\N=C\c2oc(cc2)N(=O)=O)C(=O)N1,0.57,10.1124/dmd.118.082966,67-20-9
Nizatidine,CN\C(=C/N(=O)=O)\NCCSCc1csc(CN(C)C)n1,1,10.1124/dmd.118.082966,76963-41-2
NK 611,COc1cc(cc(OC)c1O)C2C3C(COC3=O)C(OC4OC5COC(C)OC5C(O)C4N(C)C)c6cc7OCOc7cc26,0.3,10.1124/dmd.118.082966,105760-98-3
Nocloprost,C(\[C@@H]1[C@@H]([C@@H](Cl)C[C@@H]1O)C\C=C\CCCC(O)=O)=C\[C@@H](C(CCCC)(C)C)O,0.16,10.1124/dmd.118.082966,79360-43-3
Nomifensine,CN1CC(c2ccccc2)c3cccc(N)c3C1,6,10.1124/dmd.118.082966,24526-64-5
Norfloxacine,c12c(c(=O)c(cn1CC)C(=O)O)cc(c(c2)N1CCNCC1)F,1.88,10.1124/dmd.118.082966,70458-96-7
Nortilidine,CCOC(=O)[C@@]1(CCC=C[C@H]1NC)c2ccccc2,2.5,10.1124/dmd.118.082966,38677-94-0
Nortriptyline,CNCCC=C1c2ccccc2CCc3ccccc13,22,10.1124/dmd.118.082966,72-69-5
Noscapine,CN1CCc2cc3c(c(c2[C@@H]1[C@@H]4c5ccc(c(c5C(=O)O4)OC)OC)OC)OCO3,2.3,10.1124/dmd.118.082966,128-62-1
Octreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)CC2=CC=CC=C2)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC2=CNC3=C2C=CC=C3)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,0.19,10.1124/dmd.118.082966,83150-76-9
Odanacatib,CC(C)(C[C@@H](C(=O)NC1(CC1)C#N)N[C@@H](c2ccc(cc2)c3ccc(cc3)S(=O)(=O)C)C(F)(F)F)F,1.63,10.1124/dmd.118.082966,603139-19-1
Ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,1.6,10.1124/dmd.118.082966,82419-36-1
OGT719,O[C@H]1[C@@H](O[C@@H]([C@@H]([C@@H]1O)O)CO)n1c(=O)[nH]c(=O)c(c1)F,0.33,10.1124/dmd.118.082966,185843-61-2
Olcegepant,NCCCC[C@H](NC(=O)[C@@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N2CCC(CC2)N3Cc4ccccc4NC3=O)C(=O)N5CCN(CC5)c6ccncc6,0.31,10.1124/dmd.118.082966,204697-65-4
Oleandomycin,[H]O[C@H]1[C@H](C)O[C@@H](C[C@@H]1OC)O[C@@H]1[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@@H]([C@@H](C)C([C@]2(C[C@H](C)[C@@H]([C@H]1C)O[C@@H]1[C@@H]([C@@H](C[C@H](C)O1)N(C)C)O[H])CO2)=O)O[H],0.77,10.1124/dmd.118.082966,3922-90-5
Oliceridine,COc1ccsc1CNCC[C@]2(CCOC3(C2)CCCC3)c4ccccn4,0.78,10.1124/dmd.118.082966,1401028-24-7
Olodaterol,O=C(N1)COC2=C1C=C(O)C=C2[C@@H](O)CNC(C)(CC3=CC=C(OC)C=C3)C,15.85,10.1124/dmd.118.082966,868049-49-4
Olprinone,c1(c(cc(c(=O)[nH]1)C#N)c1ccc2n(c1)ccn2)C,0.64,10.1124/dmd.118.082966,106730-54-5
Olsalazine,OC(=O)c1cc(ccc1O)N=Nc2ccc(O)c(c2)C(=O)O,0.07,10.1124/dmd.118.082966,15722-48-2
Omadacycline,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(CNCC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C,2.7,10.1124/dmd.118.082966,389139-89-3
Ombitasvir,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc2ccc(cc2)[C@@H]3CC[C@H](N3c4ccc(cc4)C(C)(C)C)c5ccc(cc5)NC(=O)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,2.32,10.1124/dmd.118.082966,1258226-87-7
Ombrabulin,O=C([C@@H](N)CO)NC1=C(OC)C=CC(/C=C\C2=CC(OC)=C(OC)C(OC)=C2)=C1,0.44,10.1124/dmd.118.082966,181816-48-8
Omeprazole,COc1ccc2[nH]c(nc2c1)S(=O)Cc3ncc(C)c(OC)c3C,0.24,10.1124/dmd.118.082966,73590-58-6
Ondansetron,Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C,1.8,10.1124/dmd.118.082966,99614-02-5
ONO-4232,O[C@H](/C=C/[C@@H]1N(CCSCCCC(O)=O)C(CC1)=O)CC2=CC=C(F)C=C2,0.48,10.1124/dmd.118.082966,494222-30-9
OR-1896,[H]N(C(C)=O)c1ccc(cc1)C1[C@H](C)CC(N([H])N=1)=O,2.38,10.1124/dmd.118.082966,220246-81-1
Org 28611,COc3cccc(c13)c(C(=O)N(CC2C)CCN2C)cn1CC4CCCCC4,1,10.1124/dmd.118.082966,1224731-00-3
Oritavancin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O[C@H]6C[C@](C)(N)[C@@H](O)[C@H](C)O6)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC1=O)c8ccc(O)c(c8)c9c(O)cc(O)cc9[C@H](NC7=O)C(=O)O)c3O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O[C@H]%11C[C@](C)(NCc%12ccc(cc%12)c%13ccc(Cl)cc%13)[C@@H](O)[C@H](C)O%11)c(Cl)c2,0.3,10.1124/dmd.118.082966,171099-57-3
Ornidazole,"n1(c(cnc1C)[N+](=O)[O-])C[C@@H](CCl)O
",1.16,10.1124/dmd.118.082966,16773-42-5
Ortataxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]5(C2(C)C)[C@H]([C@@H]1OC(=O)[C@@H]([C@H](CC(C)C)NC(=O)OC(C)(C)C)O)OC(=O)O5)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)OC(=O)C,13.83,10.1124/dmd.118.082966,186348-23-2
Oseltamivir acid,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(=O)C)C(=O)O,0.37,10.1124/dmd.118.082966,187227-45-8
Otamixaban,[H]/N=C(/c1cccc(c1)C[C@H]([C@@H](C)NC(=O)c2ccc(cc2)c3cc[n+](cc3)[O-])C(=O)OC)\N,0.89,10.1124/dmd.118.082966,193153-04-7
Oxacillin,Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O,0.19,10.1124/dmd.118.082966,66-79-5
Oxaliplatin,C1CC[C@H]2[C@H](C1)N[Pt+2]3(N2)[O-]C(=O)C(=O)[O-]3,0.5,10.1124/dmd.118.082966,61825-94-3
Oxazepam,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,0.59,10.1124/dmd.118.082966,604-75-1
Oxiracetam,NC(=O)CN1CC(O)CC1=O,0.55,10.1124/dmd.118.082966,62613-82-5
Oxprenolol,c1(c(cccc1)OC[C@@H](CNC(C)C)O)OCC=C,0.72,10.1124/dmd.118.082966,6452-71-7
Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2,0.85,10.1124/dmd.118.082966,5633-20-5
Oxycodone,COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,2.5,10.1124/dmd.118.082966,76-42-6
Oxymatrine,C1C[C@@H]2[C@H]3CCC[N@+]4([C@H]3[C@@H](CCC4)CN2C(=O)C1)[O-],0.61,10.1124/dmd.118.082966,16837-52-8
Oxytetracycline,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,1.7,10.1124/dmd.118.082966,79-57-2
Paclitaxel,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,3,10.1124/dmd.118.082966,33069-62-4
Paeoniflorin,O1[C@@H](O[C@@]23[C@@]4([C@@H]([C@@]5(C[C@@]2(C)O[C@@H]4O5)O)C3)COC(=O)c2ccccc2)[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,0.22,10.1124/dmd.118.082966,23180-57-6
Palonosetron,O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5,6.3,10.1124/dmd.118.082966,135729-61-2
Pamidronic acid (Pamidronate),C(P(O)(O)=O)(P(O)(O)=O)(CCN)O,1.8,10.1124/dmd.118.082966,40391-99-9
Pancopride,c1c(c(cc(c1Cl)N)OCC2CC2)C(=O)NC3CN4CCC3CC4,3.9,10.1124/dmd.118.082966,121650-80-4
Pancuronium,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1[N+]6(C)CCCCC6,0.2,10.1124/dmd.118.082966,15500-66-0
Panipenem,C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)S[C@H]3CCN(C3)C(=N)C,0.19,10.1124/dmd.118.082966,87726-17-8
Pantoprazole,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,0.17,10.1124/dmd.118.082966,102625-70-7
Papaverine,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,1,10.1124/dmd.118.082966,58-74-2
Paricalcitol,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C3C[C@@H](O)C[C@H](O)C3)\CCC[C@]12C,0.41,10.1124/dmd.118.082966,131918-61-1
Paritaprevir,Cc1cnc(cn1)C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@]3(NC(=O)[C@@H]4C[C@H](CN4C2=O)Oc5c6ccccc6c7ccccc7n5)C(=O)NS(=O)(=O)C8CC8,1.37,10.1124/dmd.118.082966,1216941-48-8
Paroxetine,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,18,10.1124/dmd.118.082966,61869-08-7
Patupilone,[C@H]12C[C@H](OC(=O)C[C@@H](C(C(=O)[C@H]([C@H]([C@H](CCC[C@]1(O2)C)C)O)C)(C)C)O)C(=C\c1nc(sc1)C)\C,14.4,10.1124/dmd.118.082966,152044-54-7
Pazopanib,Cc1ccc(cc1S(=O)(=O)N)Nc2nccc(n2)N(C)c3ccc4c(n(nc4c3)C)C,0.16,10.1124/dmd.118.082966,4731-52-6
Pazufloxacin,C1(CC1)(c1c(cc2c(=O)c(cn3[C@H](COc1c23)C)C(O)=O)F)N,0.68,10.1124/dmd.118.082966,127045-41-4
Pefloxacin,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,1.5,10.1124/dmd.118.082966,70458-92-3
Peldesine,c12c(Cc3cccnc3)c[nH]c1c([nH]c(n2)N)=O,1.2,10.1124/dmd.118.082966,133432-71-0
Pelrinone,[H]N(Cc1cccnc1)C1=C(C#N)C(N=C(C)N1[H])=O,0.39,10.1124/dmd.118.082966,94386-65-9
Pemetrexed,c12c(c[nH]c1nc(N)[nH]c2=O)CCc1ccc(C(N[C@H](CCC(=O)O)C(=O)O)=O)cc1,0.15,10.1124/dmd.118.082966,137281-23-3
Penciclovir,NC1=NC(=O)c2ncn(CCC(CO)CO)c2N1,1.1,10.1124/dmd.118.082966,39809-25-1
Penclomedine,c1(c(c(c(Cl)c(n1)OC)OC)Cl)C(Cl)(Cl)Cl,9.1,10.1124/dmd.118.082966,108030-77-9
Penehyclidine,c1(ccccc1)[C@@](O)(C1CCCC1)CO[C@@H]1CN2CCC1CC2,2.12,10.1124/dmd.118.082966,87827-02-9
"Penicillamine, D-",CC(C)([C@H](C(=O)O)N)S,1.26,10.1124/dmd.118.082966,52-67-5
Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.24,10.1124/dmd.118.082966,61-33-6
Pentamidine,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1,53,10.1124/dmd.118.082966,100-33-4
Pentazocine,CC1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CC=C(C)C,3.4,10.1124/dmd.118.082966,359-83-1
Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,0.91,10.1124/dmd.118.082966,76-74-4
Pentostatin,n1(c2c(nc1)[C@@H](CNC=N2)O)[C@@H]1O[C@H]([C@@H](C1)O)CO,0.59,10.1124/dmd.118.082966,53910-25-1
Pentoxifylline,CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,1.8,10.1124/dmd.118.082966,6493/5/6
Perampanel,c1ccc(cc1)n2cc(cc(c2=O)c3ccccc3C#N)c4ccccn4,1.36,10.1124/dmd.118.082966,380917-97-5
Perflutren,C(C(F)(F)F)(C(F)(F)F)(F)F,1.6,10.1124/dmd.118.082966,76-19-7
Perindoprilat,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C(=O)O,0.76,10.1124/dmd.118.082966,95153-31-4
Perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,18,10.1124/dmd.118.082966,58-39-9
Pevonedistat,c1ccc2c(c1)CC[C@@H]2Nc3c4ccn(c4ncn3)[C@@H]5C[C@H]([C@H](C5)O)COS(=O)(=O)N,3.02,10.1124/dmd.118.082966,905579-51-3
PF-05212384 ,CN(C)C1CCN(CC1)C(=O)c2ccc(cc2)NC(=O)Nc3ccc(cc3)c4nc(nc(n4)N5CCOCC5)N6CCOCC6,2.39,10.1124/dmd.118.082966,1197160-78-3
PF-4776548,ON(CC1)C(C2=C1C(C=C3)=C(C=N2)N3CC4=C(OC)C=C(F)C=C4)=O,5.7,10.1124/dmd.118.082966,1515856-61-7
Phenacetin,CCOc1ccc(NC(=O)C)cc1,1.4,10.1124/dmd.118.082966,62-44-2
Phenazepam,c12C(=NCC(=O)Nc1ccc(c2)Br)c1c(cccc1)Cl,0.089,10.1124/dmd.118.082966,51753-57-2
Phencyclidine,C1CCN(CC1)C2(CCCCC2)c3ccccc3,6.9,10.1124/dmd.118.082966,1977/10/1
Phenethicillin,CC(Oc1ccccc1)C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O,0.3,10.1124/dmd.118.082966,147-55-7
Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,0.54,10.1124/dmd.118.082966,1950/6/6
Phenoperidine,CCOC(=O)C1(CCN(CC1)CCC(c2ccccc2)O)c3ccccc3,5.7,10.1124/dmd.118.082966,562-26-5
Phenoxodiol,C1C(=Cc2c(O1)cc(cc2)O)c1ccc(cc1)O,1.55,10.1124/dmd.118.082966,81267-65-4
Phenoxymethylpenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.41,10.1124/dmd.118.082966,1987/8/1
Phenprocoumon,c1([C@@H](c2ccccc2)CC)c(c2c(cccc2)oc1=O)O,0.2,10.1124/dmd.118.082966,435-97-2
Phenytoin,c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3,0.43,10.1124/dmd.118.082966,57-41-0
Phylloquinone,c12c(C(C(C)=C(C1=O)C\C=C(\CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C)=O)cccc2,0.32,10.1124/dmd.118.082966,84-80-0
Physostigmine,c12[C@@]3([C@@H](N(C)c1ccc(c2)OC(NC)=O)[N@@](C)CC3)C,3.9,10.1124/dmd.118.082966,57-47-6
Picumast,o1c(=O)c(c(c2ccc(cc12)OCCCN1CCN(CC1)Cc1ccc(cc1)Cl)C)C,1.3,10.1124/dmd.118.082966,39577-19-0
Pidotimod,C1[C@H](N(CS1)C([C@@H]1CCC(N1)=O)=O)C(O)=O,0.31,10.1124/dmd.118.082966,121808-62-6
Pimasertib,Ic1cc(F)c(Nc2c(C(=O)NC[C@H](O)CO)ccnc2)cc1,1.8,10.1124/dmd.118.082966,1236699-92-5
Pimobendan,COc1ccc(cc1)c2nc3cc(ccc3[nH]2)C4=NNC(=O)CC4C,2,10.1124/dmd.118.082966,74150-27-9
Pinacidil,C(=N\c1ccncc1)(\N[C@@H](C(C)(C)C)C)NC#N,1.1,10.1124/dmd.118.082966,60560-33-0
Pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,1.2,10.1124/dmd.118.082966,13523-86-9
Pinocembrin,c1ccc([C@H]2Oc3cc(O)cc(c3C(C2)=O)O)cc1,0.8,10.1124/dmd.118.082966,480-39-7
Pipecuronium,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)N5CC[N+](C)(C)CC5)[C@@]2(C)C[C@@H]1N6CC[N+](C)(C)CC6,0.35,10.1124/dmd.118.082966,68399-58-6
Pipemidic acid,c12c(c(c(C(O)=O)cn1CC)=O)cnc(n2)N1CCNCC1,0.88,10.1124/dmd.118.082966,51940-44-4
Piperacillin,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4)C(=O)C1=O,0.27,10.1124/dmd.118.082966,61477-96-1
Piperphentonamine,Oc1ccc(cc1)/C=C/C(=O)CCN(C)CCc2ccc3OCOc3c2,2.13,10.1124/dmd.118.082966,712260-52-1
Pirarubicin,N[C@@H]1[C@@H]([C@@H](O[C@H](O[C@@H]2c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C[C@@](C2)(O)C(CO)=O)C1)C)O[C@@H]1CCCCO1,43.2,10.1124/dmd.118.082966,72496-41-4
Pirenzepine,N1(c2c(NC(c3c1cccc3)=O)cccn2)C(CN1CCN(C)CC1)=O,1.71,10.1124/dmd.118.082966,28797-61-7
Piretanide,NS(=O)(=O)c1cc(cc(N2CCCC2)c1Oc3ccccc3)C(=O)O,0.17,10.1124/dmd.118.082966,55837-27-9
Piritramide,NC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1)N4CCCCC4,4.7,10.1124/dmd.118.082966,302-41-0
Pirmenol,C[C@@H]1CCC[C@H](C)N1CCCC(O)(c2ccccc2)c3ccccn3,1.4,10.1124/dmd.118.082966,68252-19-7
Piroximone,c1(c([nH]c([nH]1)=O)CC)C(c1ccncc1)=O,0.65,10.1124/dmd.118.082966,84490-12-0
Pitavastatin,c12ccccc1c(c(c(n2)C1CC1)\C=C\[C@H](C[C@H](CC(=O)O)O)O)c1ccc(cc1)F,0.9,10.1124/dmd.118.082966,147511-69-1
Pixantrone,c1nccc2C(c3c(C(c12)=O)c(ccc3NCCN)NCCN)=O,10.1,10.1124/dmd.118.082966,144510-96-3
PK11195,c1(nc(cc2ccccc12)C(=O)N([C@@H](CC)C)C)c1c(cccc1)Cl,1.7,10.1124/dmd.118.082966,85532-75-8
Plazomicin,O([C@@H]([C@H](NC([C@H](CCN)O)=O)C1)[C@@H](O)[C@@H]([C@H]1N)O[C@@]1([C@H](N)CC=C(O1)CNCCO)[H])[C@]([C@H](O)[C@@H](NC)[C@@]1(C)O)(OC1)[H],0.22,10.1124/dmd.118.082966,1154757-24-0
Plinabulin,c1(=C\c2c([nH]cn2)C(C)(C)C)\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,3,10.1124/dmd.118.082966,714272-27-2
Plitidepsin,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(=O)C)[C@@H](C)OC(=O)[C@H](Cc3ccc(OC)cc3)N(C)C(=O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@@H](OC(=O)C[C@@H]1O)C(C)C,6.95,10.1124/dmd.118.082966,137219-37-5
