Molecule_Name,Smiles,human_fup,Source,CAS/InChiKey
CHEMBL2064508,Clc1ccc(cc1)S(=O)(=O)Nc1cncc(c1)c1ccc2n(c1)[nH]c(=N)n2,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H13ClN6O2S/c18-13-2-4-15(5-3-13)27(25,26)23-14-7-12(8-20-9-14)11-1-6-16-21-17(19)22-24(16)10-11/h1-10,23H,(H2,19,22)"
CHEMBL2069398,Fc1ccc(cc1)N1CC(CC1=O)c1onc(n1)c1cccc(c1)C,0.007,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H16FN3O2/c1-12-3-2-4-13(9-12)18-21-19(25-22-18)14-10-17(24)23(11-14)16-7-5-15(20)6-8-16/h2-9,14H,10-11H2,1H3"
CHEMBL2069904,O=C(CN=C(c1cc(=O)c(cn1O)O)O)OC[C@@H]1[C@H](N=C(/C(=N\OC(C(=O)O)(C)C)/c2csc(=N)[nH]2)O)C(=O)N1S(=O)(=O)O,0.57,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H23N7O14S2/c1-21(2,19(35)36)42-26-14(8-7-43-20(22)24-8)17(33)25-15-10(28(18(15)34)44(38,39)40)6-41-13(31)4-23-16(32)9-3-11(29)12(30)5-27(9)37/h3,5,7,10,15,30,37H,4,6H2,1-2H3,(H2,22,24)(H,23,32)(H,25,33)(H,35,36)(H,38,39,40)/b26-14-/t10-,15+/m1/s1"
CHEMBL2069905,O=C1[C@@H](N=C(/C(=N\OC(C(=O)O)(C)C)/c2csc(=N)[nH]2)O)[C@H](N1S(=O)(=O)O)COC(=O)c1onc(c1)c1cc(=O)c(cn1O)O,0.32,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C22H21N7O14S2/c1-22(2,20(35)36)43-27-15(9-7-44-21(23)24-9)17(32)25-16-11(29(18(16)33)45(38,39)40)6-41-19(34)14-3-8(26-42-14)10-4-12(30)13(31)5-28(10)37/h3-5,7,11,16,31,37H,6H2,1-2H3,(H2,23,24)(H,25,32)(H,35,36)(H,38,39,40)/b27-15-/t11-,16+/m1/s1"
CHEMBL2069909,O=C1[C@@H](N=C(/C(=N\OC(C(=O)O)(C)C)/c2csc(=N)[nH]2)O)[C@H](N1S(=O)(=O)O)CNC(=O)c1onc(c1)c1cc(=O)c(cn1O)O,0.46,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C22H22N8O13S2/c1-22(2,20(36)37)43-28-15(9-7-44-21(23)25-9)18(34)26-16-11(30(19(16)35)45(39,40)41)5-24-17(33)14-3-8(27-42-14)10-4-12(31)13(32)6-29(10)38/h3-4,6-7,11,16,32,38H,5H2,1-2H3,(H2,23,25)(H,24,33)(H,26,34)(H,36,37)(H,39,40,41)/b28-15-/t11-,16+/m1/s1"
CHEMBL2070936,N#CC1(CC1)N=C([C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1ccc(cc1)F)O,0.5,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C22H27FN4O2/c23-16-5-7-17(8-6-16)26-11-13-27(14-12-26)21(29)19-4-2-1-3-18(19)20(28)25-22(15-24)9-10-22/h5-8,18-19H,1-4,9-14H2,(H,25,28)/t18-,19-/m1/s1"
CHEMBL2070937,N#CC1(CC1)N=C([C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc2c(s1)cccc2)O,0.17,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C23H27N5O2S/c24-15-23(9-10-23)26-20(29)16-5-1-2-6-17(16)21(30)27-11-13-28(14-12-27)22-25-18-7-3-4-8-19(18)31-22/h3-4,7-8,16-17H,1-2,5-6,9-14H2,(H,26,29)/t16-,17-/m1/s1"
CHEMBL2070947,N#CC1(CC1)N=C([C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc2c(s1)cc(cc2)S(=O)(=O)C)O,0.42,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H29N5O4S2/c1-35(32,33)16-6-7-19-20(14-16)34-23(26-19)29-12-10-28(11-13-29)22(31)18-5-3-2-4-17(18)21(30)27-24(15-25)8-9-24/h6-7,14,17-18H,2-5,8-13H2,1H3,(H,27,30)/t17-,18-/m1/s1"
CHEMBL2070953,COc1ccc(cc1)c1csc(n1)N=C([C@H]1CCCCN1S(=O)(=O)c1ccc(cc1)C)O,0.006,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C23H25N3O4S2/c1-16-6-12-19(13-7-16)32(28,29)26-14-4-3-5-21(26)22(27)25-23-24-20(15-31-23)17-8-10-18(30-2)11-9-17/h6-13,15,21H,3-5,14H2,1-2H3,(H,24,25,27)/t21-/m1/s1"
CHEMBL2086479,C=CC(=Nc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)OCc1ccccc1)O,0.02,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H23N3O5S/c1-2-20(25)22-18-9-6-10-19(15-18)30(27,28)24-13-11-23(12-14-24)21(26)29-16-17-7-4-3-5-8-17/h2-10,15H,1,11-14,16H2,(H,22,25)"
CHEMBL2086480,C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N1CCN(CC1)C(=O)C1CCCC1,0.07,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H25N3O4S/c1-2-18(23)20-16-7-9-17(10-8-16)27(25,26)22-13-11-21(12-14-22)19(24)15-5-3-4-6-15/h2,7-10,15H,1,3-6,11-14H2,(H,20,23)"
CHEMBL2086522,C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N1CCN(CC1)C(=O)C1CC1,0.11,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H21N3O4S/c1-2-16(21)18-14-5-7-15(8-6-14)25(23,24)20-11-9-19(10-12-20)17(22)13-3-4-13/h2,5-8,13H,1,3-4,9-12H2,(H,18,21)"
CHEMBL2086528,C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N1CCN(CC1)C(=O)C12CC3CC(C2)CC(C1)C3,0.02,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H31N3O4S/c1-2-22(28)25-20-3-5-21(6-4-20)32(30,31)27-9-7-26(8-10-27)23(29)24-14-17-11-18(15-24)13-19(12-17)16-24/h2-6,17-19H,1,7-16H2,(H,25,28)"
CHEMBL2086540,C=CC(=Nc1ccc(cn1)S(=O)(=O)N1CCN(CC1)C(=O)C1CC1)O,0.96,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C16H20N4O4S/c1-2-15(21)18-14-6-5-13(11-17-14)25(23,24)20-9-7-19(8-10-20)16(22)12-3-4-12/h2,5-6,11-12H,1,3-4,7-10H2,(H,17,18,21)"
CHEMBL2086638,Clc1cc(Cl)c(c(c1)Cl)OCC(=N/N=C/c1ccc[nH]1)O,0.012,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C13H10Cl3N3O2/c14-8-4-10(15)13(11(16)5-8)21-7-12(20)19-18-6-9-2-1-3-17-9/h1-6,17H,7H2,(H,19,20)/b18-6+"
CHEMBL2086690,N#Cc1cnccc1COc1cnc(nc1)N1CCN(C[C@H]1C)c1noc(n1)C(C)C,0.013,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H24N8O2/c1-14(2)19-26-21(27-31-19)28-6-7-29(15(3)12-28)20-24-10-18(11-25-20)30-13-16-4-5-23-9-17(16)8-22/h4-5,9-11,14-15H,6-7,12-13H2,1-3H3/t15-/m1/s1"
CHEMBL2087084,N#Cc1cnccc1COc1cnc(nc1)N1CCN(C[C@H]1C)c1onc(n1)C(C)C,0.018,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H24N8O2/c1-14(2)19-26-21(31-27-19)28-6-7-29(15(3)12-28)20-24-10-18(11-25-20)30-13-16-4-5-23-9-17(16)8-22/h4-5,9-11,14-15H,6-7,12-13H2,1-3H3/t15-/m1/s1"
CHEMBL2087086,N#Cc1cnccc1COc1cnc(nc1)N1CCN(C[C@H]1C)c1onc(n1)C(F)(F)F,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H17F3N8O2/c1-12-10-29(18-27-16(28-32-18)19(20,21)22)4-5-30(12)17-25-8-15(9-26-17)31-11-13-2-3-24-7-14(13)6-23/h2-3,7-9,12H,4-5,10-11H2,1H3/t12-/m1/s1"
CHEMBL2087500,Cc1ccc(cc1c1ccn2c(c1)nnc2C(C)(C)C)C(=NC1CC1)O,0.42,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H24N4O/c1-13-5-6-15(19(26)22-16-7-8-16)11-17(13)14-9-10-25-18(12-14)23-24-20(25)21(2,3)4/h5-6,9-12,16H,7-8H2,1-4H3,(H,22,26)"
CHEMBL2087501,Fc1cc(cc(c1C)c1ccn2c(c1)nnc2C(C)(C)C)C(=NC1CC1)O,0.16,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H23FN4O/c1-12-16(9-14(10-17(12)22)19(27)23-15-5-6-15)13-7-8-26-18(11-13)24-25-20(26)21(2,3)4/h7-11,15H,5-6H2,1-4H3,(H,23,27)"
CHEMBL2087742,OC(=NC1CC1)c1cc(F)c(c(c1)c1c(F)cn2c(c1F)nnc2C(C)(C)C)C,0.21,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H21F3N4O/c1-10-13(7-11(8-14(10)22)19(29)25-12-5-6-12)16-15(23)9-28-18(17(16)24)26-27-20(28)21(2,3)4/h7-9,12H,5-6H2,1-4H3,(H,25,29)"
CHEMBL2089387,C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N1CCNCC1,0.04,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C13H17N3O3S/c1-2-13(17)15-11-3-5-12(6-4-11)20(18,19)16-9-7-14-8-10-16/h2-6,14H,1,7-10H2,(H,15,17)"
CHEMBL2103764,CO/N=C(/c1csc(=N)[nH]1)\C(=N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C)O,0.78,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C14H15N5O5S2/c1-5-3-25-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24-2)6-4-26-14(15)16-6/h4,8,12H,3H2,1-2H3,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1"
CHEMBL2103830,COc1cc(Nc2ncc(c(n2)N=c2ccc3c([nH]2)N(COP(=O)(O)O)C(=O)C(O3)(C)C)F)cc(c1OC)OC,0.015,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C23H26FN6O9P/c1-23(2)21(31)30(11-38-40(32,33)34)20-14(39-23)6-7-17(28-20)27-19-13(24)10-25-22(29-19)26-12-8-15(35-3)18(37-5)16(9-12)36-4/h6-10H,11H2,1-5H3,(H2,32,33,34)(H2,25,26,27,28,29)"
CHEMBL2110757,N=c1scc([nH]1)/C(=N/OC(C(=O)O)(C)C)/C(=NC1CN(C1=O)C(=NS(=O)(=O)N1CCN(C1=O)N=C(c1[nH]cc(c(=O)c1)O)O)O)O,0.29,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C22H24N10O12S2/c1-22(2,18(38)39)44-28-14(11-8-45-19(23)26-11)16(36)25-10-7-30(17(10)37)20(40)29-46(42,43)32-4-3-31(21(32)41)27-15(35)9-5-12(33)13(34)6-24-9/h5-6,8,10,34H,3-4,7H2,1-2H3,(H2,23,26)(H,24,33)(H,25,36)(H,27,35)(H,29,40)(H,38,39)/b28-14-"
CHEMBL2115084,COc1ccc(cc1)c1ccc(cc1)S(=O)(=O)N[C@@H]([C@H]1CCCC2(C1)OCCO2)C(=O)O,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C23H27NO7S/c1-29-19-8-4-16(5-9-19)17-6-10-20(11-7-17)32(27,28)24-21(22(25)26)18-3-2-12-23(15-18)30-13-14-31-23/h4-11,18,21,24H,2-3,12-15H2,1H3,(H,25,26)/t18-,21-/m0/s1"
CHEMBL2139972,OC[C@H](N1C[C@@H](C)[C@H](CN(Cc2ccc(cc2)Oc2ccccc2)C)Oc2c(C1=O)cccc2NC(=O)c1ccncc1)C,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C35H38N4O5/c1-24-20-39(25(2)23-40)35(42)30-10-7-11-31(37-34(41)27-16-18-36-19-17-27)33(30)44-32(24)22-38(3)21-26-12-14-29(15-13-26)43-28-8-5-4-6-9-28/h4-19,24-25,32,40H,20-23H2,1-3H3,(H,37,41)/t24-,25-,32+/m1/s1"
CHEMBL2146750,CC1CCN(CC1)[C@@H](c1ccc(cc1c1ccc(cc1)C(F)(F)F)[C@H](C(=O)O)C)c1ccc(cc1)F,0.001,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C29H29F4NO2/c1-18-13-15-34(16-14-18)27(21-5-10-24(30)11-6-21)25-12-7-22(19(2)28(35)36)17-26(25)20-3-8-23(9-4-20)29(31,32)33/h3-12,17-19,27H,13-16H2,1-2H3,(H,35,36)/t19-,27-/m1/s1"
CHEMBL2147088,O=N(=O)c1ccc(o1)C1=NOC(C1)c1ccc(nc1)N1CCOCC1,0.033,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C16H16N4O5/c21-20(22)16-4-2-13(24-16)12-9-14(25-18-12)11-1-3-15(17-10-11)19-5-7-23-8-6-19/h1-4,10,14H,5-9H2"
CHEMBL2147093,O=N(=O)c1ccc(o1)C1=NOC(C1)c1ccc(cc1)N1CCOCC1,0.038,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H17N3O5/c21-20(22)17-6-5-15(24-17)14-11-16(25-18-14)12-1-3-13(4-2-12)19-7-9-23-10-8-19/h1-6,16H,7-11H2"
CHEMBL2147094,Fc1cc(ccc1N1CCOCC1)C1ON=C(C1)c1ccc(o1)N(=O)=O,0.066,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H16FN3O5/c18-12-9-11(1-2-14(12)20-5-7-24-8-6-20)16-10-13(19-26-16)15-3-4-17(25-15)21(22)23/h1-4,9,16H,5-8,10H2"
CHEMBL2147095,O=N(=O)c1ccc(o1)C1=NOC(C1)c1ccc(cc1)N1CCSCC1,0.015,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H17N3O4S/c21-20(22)17-6-5-15(23-17)14-11-16(24-18-14)12-1-3-13(4-2-12)19-7-9-25-10-8-19/h1-6,16H,7-11H2"
CHEMBL2147096,O=S1CCN(CC1)c1ccc(cc1)C1ON=C(C1)c1ccc(o1)N(=O)=O,0.223,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H17N3O5S/c21-20(22)17-6-5-15(24-17)14-11-16(25-18-14)12-1-3-13(4-2-12)19-7-9-26(23)10-8-19/h1-6,16H,7-11H2"
CHEMBL2147097,CN1CCN(C(=O)C1)c1ccc(cc1)C1ON=C(C1)c1ccc(o1)N(=O)=O,0.426,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H18N4O5/c1-20-8-9-21(17(23)11-20)13-4-2-12(3-5-13)16-10-14(19-27-16)15-6-7-18(26-15)22(24)25/h2-7,16H,8-11H2,1H3"
CHEMBL2147100,O=C1COCCN1c1ccc(cc1)C1ON=C(C1)c1ccc(o1)N(=O)=O,0.357,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H15N3O6/c21-16-10-24-8-7-19(16)12-3-1-11(2-4-12)15-9-13(18-26-15)14-5-6-17(25-14)20(22)23/h1-6,15H,7-10H2"
CHEMBL2147102,O=C1COCCN1c1ccc(cc1F)C1ON=C(C1)c1ccc(o1)N(=O)=O,0.292,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H14FN3O6/c18-11-7-10(1-2-13(11)20-5-6-25-9-16(20)22)15-8-12(19-27-15)14-3-4-17(26-14)21(23)24/h1-4,7,15H,5-6,8-9H2"
CHEMBL2151197,CCN=C([C@@H]1C[C@](C1)(F)c1ccc(c(c1)F)CN1CCCC1)O,0.66,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H24F2N2O/c1-2-21-17(23)14-10-18(20,11-14)15-6-5-13(16(19)9-15)12-22-7-3-4-8-22/h5-6,9,14H,2-4,7-8,10-12H2,1H3,(H,21,23)/t14-,18-"
CHEMBL2151319,Fc1cnc(nc1)[C@@H](N=c1ccc2c([nH]1)n(cn2)c1n[nH]c(c1)C1CC1)C,0.16,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H17FN8/c1-10(17-20-7-12(19)8-21-17)23-15-5-4-13-18(24-15)27(9-22-13)16-6-14(25-26-16)11-2-3-11/h4-11H,2-3H2,1H3,(H,23,24)(H,25,26)/t10-/m0/s1"
CHEMBL2151320,Fc1cnc(nc1)[C@@H](N=c1ccc2c([nH]1)n(cn2)c1n[nH]c(c1)C)C,0.39,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C16H15FN8/c1-9-5-14(24-23-9)25-8-20-12-3-4-13(22-16(12)25)21-10(2)15-18-6-11(17)7-19-15/h3-8,10H,1-2H3,(H,21,22)(H,23,24)/t10-/m0/s1"
CHEMBL2151321,CC(Oc1n[nH]c(c1)n1cnc2c1[nH]c(=N[C@H](c1ccc(cn1)F)C)cc2)C,0.06,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H20FN7O/c1-11(2)28-18-8-17(25-26-18)27-10-22-15-6-7-16(24-19(15)27)23-12(3)14-5-4-13(20)9-21-14/h4-12H,1-3H3,(H,23,24)(H,25,26)/t12-/m0/s1"
CHEMBL2151322,OC[C@@H](c1ccc(cn1)F)N=c1ccc2c([nH]1)n(cn2)c1[nH]nc(c1)OC(C)C,0.081,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H20FN7O2/c1-11(2)29-18-7-17(25-26-18)27-10-22-14-5-6-16(24-19(14)27)23-15(9-28)13-4-3-12(20)8-21-13/h3-8,10-11,15,28H,9H2,1-2H3,(H,23,24)(H,25,26)/t15-/m0/s1"
CHEMBL2151323,CC(Oc1n[nH]c(c1)n1cnc2c1nc(nc2)N[C@H](c1ncc(cn1)F)C)C,0.31,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H18FN9O/c1-9(2)28-14-4-13(25-26-14)27-8-22-12-7-21-17(24-16(12)27)23-10(3)15-19-5-11(18)6-20-15/h4-10H,1-3H3,(H,25,26)(H,21,23,24)/t10-/m0/s1"
CHEMBL2151324,OC[C@H](n1cnc2c1[nH]c(=Nc1[nH]nc(c1)OC(C)C)c(c2)F)c1ccc(cn1)F,0.058,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H19F2N7O2/c1-10(2)30-17-6-16(26-27-17)24-18-12(21)5-14-19(25-18)28(9-23-14)15(8-29)13-4-3-11(20)7-22-13/h3-7,9-10,15,29H,8H2,1-2H3,(H2,24,25,26,27)/t15-/m0/s1"
CHEMBL2151325,CCOc1n[nH]c(c1)N=c1[nH]c2c(cc1F)ncn2[C@H](c1ccc(cn1)F)CO,0.11,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H17F2N7O2/c1-2-29-16-6-15(25-26-16)23-17-11(20)5-13-18(24-17)27(9-22-13)14(8-28)12-4-3-10(19)7-21-12/h3-7,9,14,28H,2,8H2,1H3,(H2,23,24,25,26)/t14-/m0/s1"
CHEMBL2151326,OC[C@H](n1cnc2c1[nH]c(=Nc1[nH]nc(c1)OC)c(c2)F)c1ccc(cn1)F,0.15,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H15F2N7O2/c1-28-15-5-14(24-25-15)22-16-10(19)4-12-17(23-16)26(8-21-12)13(7-27)11-3-2-9(18)6-20-11/h2-6,8,13,27H,7H2,1H3,(H2,22,23,24,25)/t13-/m0/s1"
CHEMBL2151497,Clc1cccc(c1)c1noc(n1)C1CN(C1)C(=O)C1CCC(CC1)(F)F,0.013,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H18ClF2N3O2/c19-14-3-1-2-12(8-14)15-22-16(26-23-15)13-9-24(10-13)17(25)11-4-6-18(20,21)7-5-11/h1-3,8,11,13H,4-7,9-10H2"
CHEMBL2151616,CC1CCCCC1C(=O)N1CC(C1)c1onc(n1)c1cccc(c1)F,0.034,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H22FN3O2/c1-12-5-2-3-8-16(12)19(24)23-10-14(11-23)18-21-17(22-25-18)13-6-4-7-15(20)9-13/h4,6-7,9,12,14,16H,2-3,5,8,10-11H2,1H3"
CHEMBL2151638,Fc1cccc(c1)c1noc(n1)C1CN(C1)C(=O)[C@H]1CC2CC1CC2,0.007,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H20FN3O2/c20-15-3-1-2-13(8-15)17-21-18(25-22-17)14-9-23(10-14)19(24)16-7-11-4-5-12(16)6-11/h1-3,8,11-12,14,16H,4-7,9-10H2/t11?,12?,16-/m0/s1"
CHEMBL2152523,C1CCN(CC1)[C@@H]([C@@H](c1ccccc1)N1CCCCC1)c1ccccc1,0.065,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H32N2/c1-5-13-21(14-6-1)23(25-17-9-3-10-18-25)24(22-15-7-2-8-16-22)26-19-11-4-12-20-26/h1-2,5-8,13-16,23-24H,3-4,9-12,17-20H2/t23-,24-/m1/s1"
CHEMBL2152524,C1CCN(C1)[C@H]([C@H](c1ccccc1)N1CCCC1)c1ccccc1,0.17,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C22H28N2/c1-3-11-19(12-4-1)21(23-15-7-8-16-23)22(24-17-9-10-18-24)20-13-5-2-6-14-20/h1-6,11-14,21-22H,7-10,15-18H2/t21-,22-/m0/s1"
CHEMBL2152525,C1CCN(C1)[C@@H]([C@@H](c1ccccc1)N1CCCC1)c1ccccc1,0.17,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C22H28N2/c1-3-11-19(12-4-1)21(23-15-7-8-16-23)22(24-17-9-10-18-24)20-13-5-2-6-14-20/h1-6,11-14,21-22H,7-10,15-18H2/t21-,22-/m1/s1"
CHEMBL2152764,ClC[C@@H]1CN(c2c1c1cccc3c1c(c2)OC(=N3)O)C(=O)c1cc2c([nH]1)ccc(c2)NC(=O)c1cc2c([nH]1)cccc2,0.05,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C32H22ClN5O4/c33-14-18-15-38(26-13-27-29-20(28(18)26)5-3-7-23(29)37-32(41)42-27)31(40)25-12-17-10-19(8-9-22(17)36-25)34-30(39)24-11-16-4-1-2-6-21(16)35-24/h1-13,18,35-36H,14-15H2,(H,34,39)(H,37,41)/t18-/m1/s1"
CHEMBL2152768,Fc1ccc2c(c1c1nc3ccc(nc3c(n1)N1CCOCC1)CN1CCC(CC1)C(O)(C)C)cc[nH]2,0.14,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C28H33FN6O2/c1-28(2,36)18-8-11-34(12-9-18)17-19-3-5-23-25(31-19)27(35-13-15-37-16-14-35)33-26(32-23)24-20-7-10-30-22(20)6-4-21(24)29/h3-7,10,18,30,36H,8-9,11-17H2,1-2H3"
CHEMBL2159210,O[C@@H]1CCC[C@H](C1)n1c(C)nc2c1c1ccnc1[nH]c2,0.6,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C15H18N4O/c1-9-18-13-8-17-15-12(5-6-16-15)14(13)19(9)10-3-2-4-11(20)7-10/h5-6,8,10-11,20H,2-4,7H2,1H3,(H,16,17)/t10-,11-/m1/s1"
CHEMBL2160067,C[C@H]1OCCN(C1)c1ccc2c(n1)ccnc2Nc1ccc(c(c1)c1ncc([nH]1)c1ccccc1)Cl,0.039,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C28H25ClN6O/c1-18-17-35(13-14-36-18)26-10-8-21-24(33-26)11-12-30-27(21)32-20-7-9-23(29)22(15-20)28-31-16-25(34-28)19-5-3-2-4-6-19/h2-12,15-16,18H,13-14,17H2,1H3,(H,30,32)(H,31,34)/t18-/m1/s1"
CHEMBL2163394,O=C(Nc1ccc(cc1)Sc1nc(=Nc2n[nH]c(c2)C)c2n([nH]1)ccc2)CN1CC[C@H](C1)C(=NC1CCCC1)O,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C28H33N9O2S/c1-18-15-24(34-33-18)31-26-23-7-4-13-37(23)35-28(32-26)40-22-10-8-21(9-11-22)29-25(38)17-36-14-12-19(16-36)27(39)30-20-5-2-3-6-20/h4,7-11,13,15,19-20H,2-3,5-6,12,14,16-17H2,1H3,(H,29,38)(H,30,39)(H2,31,32,33,34,35)/t19-/m1/s1"
CHEMBL2163404,O=C(Nc1ccc(cc1)Sc1nc(=Nc2n[nH]c(c2)C)c2n([nH]1)ccc2)CN1CC[C@H](C1)C(=O)N1CCC(C1)(F)F,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C27H29F2N9O2S/c1-17-13-22(34-33-17)31-24-21-3-2-10-38(21)35-26(32-24)41-20-6-4-19(5-7-20)30-23(39)15-36-11-8-18(14-36)25(40)37-12-9-27(28,29)16-37/h2-7,10,13,18H,8-9,11-12,14-16H2,1H3,(H,30,39)(H2,31,32,33,34,35)/t18-/m1/s1"
CHEMBL2163421,OC[C@H]1N(CCCCCCOc2cc(F)ccc2F)C[C@@H]([C@H]([C@@H]1O)O)O,0.26,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H27F2NO5/c19-12-5-6-13(20)16(9-12)26-8-4-2-1-3-7-21-10-15(23)18(25)17(24)14(21)11-22/h5-6,9,14-15,17-18,22-25H,1-4,7-8,10-11H2/t14-,15+,17-,18-/m1/s1"
CHEMBL2163430,CCCC(OCCCCCCN1C[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O)CCC,0.09,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H39NO5/c1-3-9-15(10-4-2)25-12-8-6-5-7-11-20-13-17(22)19(24)18(23)16(20)14-21/h15-19,21-24H,3-14H2,1-2H3/t16-,17+,18-,19-/m1/s1"
CHEMBL2164192,ON=C([C@](S(=O)(=O)C)(CCc1onc(c1)c1ccc(cc1F)OC)C)O,0.072,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C16H19FN2O6S/c1-16(15(20)18-21,26(3,22)23)7-6-11-9-14(19-25-11)12-5-4-10(24-2)8-13(12)17/h4-5,8-9,21H,6-7H2,1-3H3,(H,18,20)/t16-/m1/s1"
CHEMBL2164201,N#Cc1cc(C)c(c(n1)C)C(=NCC[C@H](N1CCC(CC1)N(C(=O)CC1CCOCC1)Cc1ccsc1)C)O,0.85,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C30H41N5O3S/c1-21-16-26(18-31)33-23(3)29(21)30(37)32-10-4-22(2)34-11-5-27(6-12-34)35(19-25-9-15-39-20-25)28(36)17-24-7-13-38-14-8-24/h9,15-16,20,22,24,27H,4-8,10-14,17,19H2,1-3H3,(H,32,37)/t22-/m1/s1"
CHEMBL2164202,Clc1cc(C)c(c(n1)C)C(=NCC[C@H](N1CCC(CC1)N(C(=O)CN1CCOC1=O)Cc1ccsc1)C)O,0.44,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C27H36ClN5O4S/c1-18-14-23(28)30-20(3)25(18)26(35)29-8-4-19(2)31-9-5-22(6-10-31)33(15-21-7-13-38-17-21)24(34)16-32-11-12-37-27(32)36/h7,13-14,17,19,22H,4-6,8-12,15-16H2,1-3H3,(H,29,35)/t19-/m1/s1"
