Molecule_Name,Smiles,human_mrt,Source
Oritavancin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O[C@H]6C[C@](C)(N)[C@@H](O)[C@H](C)O6)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC1=O)c8ccc(O)c(c8)c9c(O)cc(O)cc9[C@H](NC7=O)C(=O)O)c3O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O[C@H]%11C[C@](C)(NCc%12ccc(cc%12)c%13ccc(Cl)cc%13)[C@@H](O)[C@H](C)O%11)c(Cl)c2,67.2,10.1124/dmd.118.082966
Ornidazole,"n1(c(cnc1C)[N+](=O)[O-])C[C@@H](CCl)O
",18.1,10.1124/dmd.118.082966
Ortataxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]5(C2(C)C)[C@H]([C@@H]1OC(=O)[C@@H]([C@H](CC(C)C)NC(=O)OC(C)(C)C)O)OC(=O)O5)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)OC(=O)C,28.39,10.1124/dmd.118.082966
Oseltamivir acid,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(=O)C)C(=O)O,1.3,10.1124/dmd.118.082966
Otamixaban,[H]/N=C(/c1cccc(c1)C[C@H]([C@@H](C)NC(=O)c2ccc(cc2)c3cc[n+](cc3)[O-])C(=O)OC)\N,2.02,10.1124/dmd.118.082966
Oxacillin,Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O,0.5,10.1124/dmd.118.082966
Oxaliplatin,C1CC[C@H]2[C@H](C1)N[Pt+2]3(N2)[O-]C(=O)C(=O)[O-]3,82.8,10.1124/dmd.118.082966
Oxazepam,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,8.9,10.1124/dmd.118.082966
Oxiracetam,NC(=O)CN1CC(O)CC1=O,4.9,10.1124/dmd.118.082966
Oxprenolol,c1(c(cccc1)OC[C@@H](CNC(C)C)O)OCC=C,1.56,10.1124/dmd.118.082966
Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2,2.7,10.1124/dmd.118.082966
Oxycodone,COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,6.8,10.1124/dmd.118.082966
Oxymatrine,C1C[C@@H]2[C@H]3CCC[N@+]4([C@H]3[C@@H](CCC4)CN2C(=O)C1)[O-],1.33,10.1124/dmd.118.082966
Oxytetracycline,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,12,10.1124/dmd.118.082966
Paclitaxel,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,7.8,10.1124/dmd.118.082966
Paeoniflorin,O1[C@@H](O[C@@]23[C@@]4([C@@H]([C@@]5(C[C@@]2(C)O[C@@H]4O5)O)C3)COC(=O)c2ccccc2)[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,1.83,10.1124/dmd.118.082966
Palonosetron,O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5,40,10.1124/dmd.118.082966
Pamidronic acid (Pamidronate),C(P(O)(O)=O)(P(O)(O)=O)(CCN)O,12,10.1124/dmd.118.082966
Pancopride,c1c(c(cc(c1Cl)N)OCC2CC2)C(=O)NC3CN4CCC3CC4,12.3,10.1124/dmd.118.082966
Pancuronium,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1[N+]6(C)CCCCC6,2.2,10.1124/dmd.118.082966
Panipenem,C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)S[C@H]3CCN(C3)C(=N)C,1.2,10.1124/dmd.118.082966
Pantoprazole,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,1.3,10.1124/dmd.118.082966
Papaverine,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,1.4,10.1124/dmd.118.082966
Paricalcitol,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C3C[C@@H](O)C[C@H](O)C3)\CCC[C@]12C,7.7,10.1124/dmd.118.082966
Paritaprevir,Cc1cnc(cn1)C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@]3(NC(=O)[C@@H]4C[C@H](CN4C2=O)Oc5c6ccccc6c7ccccc7n5)C(=O)NS(=O)(=O)C8CC8,3.96,10.1124/dmd.118.082966
Paroxetine,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,17,10.1124/dmd.118.082966
Patupilone,[C@H]12C[C@H](OC(=O)C[C@@H](C(C(=O)[C@H]([C@H]([C@H](CCC[C@]1(O2)C)C)O)C)(C)C)O)C(=C\c1nc(sc1)C)\C,110.6,10.1124/dmd.118.082966
Pazopanib,Cc1ccc(cc1S(=O)(=O)N)Nc2nccc(n2)N(C)c3ccc4c(n(nc4c3)C)C,44.4,10.1124/dmd.118.082966
Pazufloxacin,C1(CC1)(c1c(cc2c(=O)c(cn3[C@H](COc1c23)C)C(O)=O)F)N,2.32,10.1124/dmd.118.082966
Pefloxacin,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,13,10.1124/dmd.118.082966
Peldesine,c12c(Cc3cccnc3)c[nH]c1c([nH]c(n2)N)=O,3.2,10.1124/dmd.118.082966
Pelrinone,[H]N(Cc1cccnc1)C1=C(C#N)C(N=C(C)N1[H])=O,1.1,10.1124/dmd.118.082966
Pemetrexed,c12c(c[nH]c1nc(N)[nH]c2=O)CCc1ccc(C(N[C@H](CCC(=O)O)C(=O)O)=O)cc1,1.92,10.1124/dmd.118.082966
Penciclovir,NC1=NC(=O)c2ncn(CCC(CO)CO)c2N1,2.4,10.1124/dmd.118.082966
Penclomedine,c1(c(c(c(Cl)c(n1)OC)OC)Cl)C(Cl)(Cl)Cl,5.1,10.1124/dmd.118.082966
Penehyclidine,c1(ccccc1)[C@@](O)(C1CCCC1)CO[C@@H]1CN2CCC1CC2,17.84,10.1124/dmd.118.082966
"Penicillamine, D-",CC(C)([C@H](C(=O)O)N)S,1.97,10.1124/dmd.118.082966
Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.58,10.1124/dmd.118.082966
Pentamidine,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1,12,10.1124/dmd.118.082966
Pentazocine,CC1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CC=C(C)C,2.5,10.1124/dmd.118.082966
Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,32,10.1124/dmd.118.082966
Pentostatin,n1(c2c(nc1)[C@@H](CNC=N2)O)[C@@H]1O[C@H]([C@@H](C1)O)CO,6,10.1124/dmd.118.082966
Pentoxifylline,CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,0.77,10.1124/dmd.118.082966
Perampanel,c1ccc(cc1)n2cc(cc(c2=O)c3ccccc3C#N)c4ccccn4,229.4,10.1124/dmd.118.082966
Perflutren,C(C(F)(F)F)(C(F)(F)F)(F)F,0.05,10.1124/dmd.118.082966
Perindoprilat,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C(=O)O,7.6,10.1124/dmd.118.082966
Perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,11,10.1124/dmd.118.082966
Pevonedistat,c1ccc2c(c1)CC[C@@H]2Nc3c4ccn(c4ncn3)[C@@H]5C[C@H]([C@H](C5)O)COS(=O)(=O)N,6.21,10.1124/dmd.118.082966
PF-05212384 ,CN(C)C1CCN(CC1)C(=O)c2ccc(cc2)NC(=O)Nc3ccc(cc3)c4nc(nc(n4)N5CCOCC5)N6CCOCC6,17.65,10.1124/dmd.118.082966
PF-4776548,ON(CC1)C(C2=C1C(C=C3)=C(C=N2)N3CC4=C(OC)C=C(F)C=C4)=O,3.95,10.1124/dmd.118.082966
Phenacetin,CCOc1ccc(NC(=O)C)cc1,1.1,10.1124/dmd.118.082966
Phenazepam,c12C(=NCC(=O)Nc1ccc(c2)Br)c1c(cccc1)Cl,28.31,10.1124/dmd.118.082966
Phencyclidine,C1CCN(CC1)C2(CCCCC2)c3ccccc3,23,10.1124/dmd.118.082966
Phenethicillin,CC(Oc1ccccc1)C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O,1.2,10.1124/dmd.118.082966
Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,140,10.1124/dmd.118.082966
Phenoperidine,CCOC(=O)C1(CCN(CC1)CCC(c2ccccc2)O)c3ccccc3,4.32,10.1124/dmd.118.082966
Phenoxodiol,C1C(=Cc2c(O1)cc(cc2)O)c1ccc(cc1)O,0.44,10.1124/dmd.118.082966
Phenoxymethylpenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,1,10.1124/dmd.118.082966
Phenprocoumon,c1([C@@H](c2ccccc2)CC)c(c2c(cccc2)oc1=O)O,182,10.1124/dmd.118.082966
Phenytoin,c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3,17.6,10.1124/dmd.118.082966
Phylloquinone,c12c(C(C(C)=C(C1=O)C\C=C(\CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C)=O)cccc2,3.3,10.1124/dmd.118.082966
Physostigmine,c12[C@@]3([C@@H](N(C)c1ccc(c2)OC(NC)=O)[N@@](C)CC3)C,0.9,10.1124/dmd.118.082966
Picumast,o1c(=O)c(c(c2ccc(cc12)OCCCN1CCN(CC1)Cc1ccc(cc1)Cl)C)C,16.5,10.1124/dmd.118.082966
Pidotimod,C1[C@H](N(CS1)C([C@@H]1CCC(N1)=O)=O)C(O)=O,4.5,10.1124/dmd.118.082966
Pimasertib,Ic1cc(F)c(Nc2c(C(=O)NC[C@H](O)CO)ccnc2)cc1,3.55,10.1124/dmd.118.082966
Pimobendan,COc1ccc(cc1)c2nc3cc(ccc3[nH]2)C4=NNC(=O)CC4C,2.2,10.1124/dmd.118.082966
Pinacidil,C(=N\c1ccncc1)(\N[C@@H](C(C)(C)C)C)NC#N,3.2,10.1124/dmd.118.082966
Pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,2.6,10.1124/dmd.118.082966
Pinocembrin,c1ccc([C@H]2Oc3cc(O)cc(c3C(C2)=O)O)cc1,0.47,10.1124/dmd.118.082966
Pipecuronium,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)N5CC[N+](C)(C)CC5)[C@@]2(C)C[C@@H]1N6CC[N+](C)(C)CC6,1.9,10.1124/dmd.118.082966
Pipemidic acid,c12c(c(c(C(O)=O)cn1CC)=O)cnc(n2)N1CCNCC1,5.15,10.1124/dmd.118.082966
Piperacillin,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4)C(=O)C1=O,1.1,10.1124/dmd.118.082966
Piperphentonamine,Oc1ccc(cc1)/C=C/C(=O)CCN(C)CCc2ccc3OCOc3c2,0.05,10.1124/dmd.118.082966
Pirarubicin,N[C@@H]1[C@@H]([C@@H](O[C@H](O[C@@H]2c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C[C@@](C2)(O)C(CO)=O)C1)C)O[C@@H]1CCCCO1,12.5,10.1124/dmd.118.082966
Pirenzepine,N1(c2c(NC(c3c1cccc3)=O)cccn2)C(CN1CCN(C)CC1)=O,10.3,10.1124/dmd.118.082966
Piretanide,NS(=O)(=O)c1cc(cc(N2CCCC2)c1Oc3ccccc3)C(=O)O,0.91,10.1124/dmd.118.082966
Piritramide,NC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1)N4CCCCC4,10,10.1124/dmd.118.082966
Pirmenol,C[C@@H]1CCC[C@H](C)N1CCCC(O)(c2ccccc2)c3ccccn3,13,10.1124/dmd.118.082966
Piroximone,c1(c([nH]c([nH]1)=O)CC)C(c1ccncc1)=O,1.2,10.1124/dmd.118.082966
Pitavastatin,c12ccccc1c(c(c(n2)C1CC1)\C=C\[C@H](C[C@H](CC(=O)O)O)O)c1ccc(cc1)F,2.7,10.1124/dmd.118.082966
Pixantrone,c1nccc2C(c3c(C(c12)=O)c(ccc3NCCN)NCCN)=O,8.9,10.1124/dmd.118.082966
PK11195,c1(nc(cc2ccccc12)C(=O)N([C@@H](CC)C)C)c1c(cccc1)Cl,5.4,10.1124/dmd.118.082966
Plazomicin,O([C@@H]([C@H](NC([C@H](CCN)O)=O)C1)[C@@H](O)[C@@H]([C@H]1N)O[C@@]1([C@H](N)CC=C(O1)CNCCO)[H])[C@]([C@H](O)[C@@H](NC)[C@@]1(C)O)(OC1)[H],3.2,10.1124/dmd.118.082966
Plinabulin,c1(=C\c2c([nH]cn2)C(C)(C)C)\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,6.7,10.1124/dmd.118.082966
Plitidepsin,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(=O)C)[C@@H](C)OC(=O)[C@H](Cc3ccc(OC)cc3)N(C)C(=O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@@H](OC(=O)C[C@@H]1O)C(C)C,14.48,10.1124/dmd.118.082966
PNU-145156E,Cn1cc(NC(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4ccc5cc(cc(c5c4)S(=O)(=O)O)S(=O)(=O)O)n(C)c3)n(C)c2)cc1C(=O)Nc6cc(C(=O)Nc7ccc8cc(cc(c8c7)S(=O)(=O)O)S(=O)(=O)O)n(C)c6,960,10.1124/dmd.118.082966
Ponesimod,CCC/N=C\1/N(C(=O)/C(=C/c2ccc(c(c2)Cl)OC[C@@H](CO)O)/S1)c3ccccc3C,42.6,10.1124/dmd.118.082966
Posaconazole,c1c(n2c(n([C@@H](CC)[C@@H](O)C)nc2)=O)ccc(N2CCN(c3ccc(OC[C@@H]4C[C@](OC4)(Cn4cncn4)c4c(cc(cc4)F)F)cc3)CC2)c1,14.5,10.1124/dmd.118.082966
PR-104,N(CCO[S](C)(=O)=O)(CC[Br])C(=C(C(NCCO[P](=O)(O)O)=O)C=C1N(=O)=O)C(N(=O)=O)=C1,0.32,10.1124/dmd.118.082966
Pralatrexate (R),C#CC[C@H](Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,3.2,10.1124/dmd.118.082966
Pralatrexate (S),C#CC[C@@H](Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,4.2,10.1124/dmd.118.082966
Pralidoxime,c1([n+](cccc1)C)\C=N\O,1.5,10.1124/dmd.118.082966
Pramipexole,c12c(C[C@H](CC2)NCCC)sc(n1)N,16.1,10.1124/dmd.118.082966
Pramlintide,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,0.5,10.1124/dmd.118.082966
Pravastatin ,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,0.59,10.1124/dmd.118.082966
Prazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,2.6,10.1124/dmd.118.082966
Prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,4.8,10.1124/dmd.118.082966
Prednisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,3.8,10.1124/dmd.118.082966
Prenalterol,c1(ccc(O)cc1)OC[C@H](CNC(C)C)O,3.23,10.1124/dmd.118.082966
Prexasertib,COc1cccc(OCCCN)c1c2cc(Nc3cnc(cn3)C#N)n[nH]2,11.15,10.1124/dmd.118.082966
Prifinium bromide,C(=C1\[C@@H]([N+](CC)(CC)CC1)C)(\c1ccccc1)c1ccccc1,2.5,10.1124/dmd.118.082966
Prilocaine,CCCNC(C)C(=O)Nc1ccccc1C,2.2,10.1124/dmd.118.082966
Primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,11,10.1124/dmd.118.082966
Probenecid,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,8.7,10.1124/dmd.118.082966
Procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1,3.7,10.1124/dmd.118.082966
Prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,23,10.1124/dmd.118.082966
Procyclidine,OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3,14,10.1124/dmd.118.082966
Promazine,CN(C)CCCN1c2ccccc2Sc3ccccc13,9.6,10.1124/dmd.118.082966
Promethazine,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,17,10.1124/dmd.118.082966
Propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,2.2,10.1124/dmd.118.082966
Propionyl-L-carnitine,CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,2.15,10.1124/dmd.118.082966
Propiverine,c1(ccccc1)C(C(=O)OC1CCN(CC1)C)(OCCC)c1ccccc1,15.4,10.1124/dmd.118.082966
Propofol,CC(C)c1cccc(C(C)C)c1O,2.2,10.1124/dmd.118.082966
Propoxyphene,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,13,10.1124/dmd.118.082966
Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,4.3,10.1124/dmd.118.082966
Propylthiouracil,CCCC1=CC(=O)NC(=S)N1,1.8,10.1124/dmd.118.082966
Proquazone,c12c(n(c(=O)nc1c1ccccc1)C(C)C)cc(C)cc2,0.92,10.1124/dmd.118.082966
Proxyphyllin,CC(Cn1cnc2c1c(=O)n(c(=O)n2C)C)O,8.39,10.1124/dmd.118.082966
Prucalopride,COCCCN1CCC(CC1)NC(=O)c2cc(c(c3c2OCC3)N)Cl,32.16,10.1124/dmd.118.082966
Pseudohypericin,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6C(=O)c7c(O)cc(CO)c8c1c2c(c34)c(c56)c78,15,10.1124/dmd.118.082966
"Pyrazine, 2-diazohydroxide",N(Nc1nccnc1)=O,0.29,10.1124/dmd.118.082966
Pyridostigmine,CN(C)C(=O)Oc1ccc[n+](C)c1,1.8,10.1124/dmd.118.082966
Pyrimethamine,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,140,10.1124/dmd.118.082966
Quercetin,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,0.2,10.1124/dmd.118.082966
Quinacrine,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13,150,10.1124/dmd.118.082966
Quinaprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O,2.3,10.1124/dmd.118.082966
Quinidine,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,12,10.1124/dmd.118.082966
Quinine,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,16,10.1124/dmd.118.082966
Quinupristin,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H]3CC(=O)[C@H](CS[C@@H]4CN5CCC4CC5)CN3C(=O)C(Cc6ccc(cc6)N(C)C)N(C)C(=O)[C@@H]7CCCN7C1=O)c8ccccc8,0.7,10.1124/dmd.118.082966
R 82913,c1c(cc2[nH]c(n3C[C@@H]([N@@](Cc1c23)C\C=C(\C)C)C)=S)Cl,35.17,10.1124/dmd.118.082966
Rabeprazole,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,0.92,10.1124/dmd.118.082966
Raclopride,c1(c(c(cc(c1O)Cl)Cl)OC)C(=O)NC[C@H]1N(CCC1)CC,15.3,10.1124/dmd.118.082966
Raloxifene,c1(c(c2ccc(O)cc2)sc2c1ccc(c2)O)C(c1ccc(OCCN2CCCCC2)cc1)=O,11.6,10.1124/dmd.118.082966
Raltitrexed,c1c(sc(N(Cc2cc3c(cc2)[nH]c(nc3=O)C)C)c1)C(=O)N[C@@H](CCC(O)=O)C(=O)O,123,10.1124/dmd.118.082966
Ramelteon,c1c2OCCc2c2[C@H](CCNC(CC)=O)CCc2c1,1.3,10.1124/dmd.118.082966
Ranitidine,CN\C(=C/N(=O)=O)\NCCSCc1oc(CN(C)C)cc1,2.1,10.1124/dmd.118.082966
Ranolazine,c1(c(cccc1)OC)OC[C@@H](CN1CCN(CC(Nc2c(cccc2C)C)=O)CC1)O,2.1,10.1124/dmd.118.082966
Reboxetine,CCOc1ccccc1O[C@@H]([C@H]2CNCCO2)c3ccccc3,13,10.1124/dmd.118.082966
Recainam,CC(C)NCCCNC(=O)Nc1c(C)cccc1C,5.2,10.1124/dmd.118.082966
Regadenoson,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O1)n1cnc2c(N)nc(nc12)n1ncc(c1)C(=O)NC,2.1,10.1124/dmd.118.082966
Remifentanil,CCC(=O)N(c1ccccc1)C2(CCN(CCC(=O)OC)CC2)C(=O)OC,0.18,10.1124/dmd.118.082966
Remikiren,[H]N(C([C@@H](Cc1ccccc1)CS(C(C)(C)C)(=O)=O)=O)[C@@H](Cc1cn([H])cn1)C(N([H])[C@@H](CC1CCCCC1)[C@H](C(C1CC1)O[H])O[H])=O,1.1,10.1124/dmd.118.082966
Remimazolam,Brc3cc2\C(=N/[C@H](c1ncc(n1c2cc3)C)CCC(=O)OC)c4ncccc4,0.5,10.1124/dmd.118.082966
Remoxipride,CCN1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC,6.4,10.1124/dmd.118.082966
Repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(=O)O,0.75,10.1124/dmd.118.082966
Repinotan,O=C1N(CCCCNC[C@H]2CCc3ccccc3O2)S(=O)(=O)c4ccccc14,1.6,10.1124/dmd.118.082966
RGB-286638,N(C(=O)NN1CCOCC1)c1c2C(=O)c3c([nH]nc3c3ccc(cc3)CN3CCN(CC3)CCOC)c2ccc1,8.5,10.1124/dmd.118.082966
Ribavirin,NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,45,10.1124/dmd.118.082966
Ribostamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O,2.8,10.1124/dmd.118.082966
Ridogrel,[H]OC(CCCCON=C(c1cccc(c1)C(F)(F)F)c1cccnc1)=O,6.8,10.1124/dmd.118.082966
Rifabutin,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(=C5NC6(CCN(CC(C)C)CC6)N=C5c4c3C2=O)NC(=O)\C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C,65,10.1124/dmd.118.082966
Rifampin,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O,4.6,10.1124/dmd.118.082966
Rigosertib,COc1ccc(cc1NCC(=O)O)CS(=O)(=O)/C=C/c2c(cc(cc2OC)OC)OC,1.2,10.1124/dmd.118.082966
Rilmenidine,C1CC1C(C2CC2)NC3=NCCO3,10.6,10.1124/dmd.118.082966
Riluzole,s1c(nc2c1cc(cc2)OC(F)(F)F)N,5.2,10.1124/dmd.118.082966
Rimiducid,CC[C@@H](c1cc(c(c(c1)OC)OC)OC)C(=O)N2CCCC[C@H]2C(=O)O[C@H](CCc3ccc(c(c3)OC)OC)c4cccc(c4)OCC(=O)NCCNC(=O)COc5cccc(c5)[C@@H](CCc6ccc(c(c6)OC)OC)OC(=O)[C@@H]7CCCCN7C(=O)[C@@H](CC)c8cc(c(c(c8)OC)OC)OC,2.08,10.1124/dmd.118.082966
Riociguat,CN(c1c(nc(nc1N)c2c3cccnc3n(n2)Cc4ccccc4F)N)C(=O)OC,10.03,10.1124/dmd.118.082966
Risedronic acid (Risedronate),OC(Cc1cccnc1)(P(=O)(O)O)P(=O)(O)O,70,10.1124/dmd.118.082966
Risperidone,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,3.4,10.1124/dmd.118.082966
Ritanserin,CC1=C(CCN2CCC(CC2)=C(c2ccc(cc2)F)c2ccc(cc2)F)C(N2C=CSC2=N1)=O,46.1,10.1124/dmd.118.082966
Ritipenem ,C1(=O)N2[C@@H]([C@H]1[C@H](O)C)SC(COC(N)=O)=C2C(=O)[O-].[Na+],0.54,10.1124/dmd.118.082966
Ritodrine,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c2ccc(O)cc2,2.4,10.1124/dmd.118.082966
