Molecule_Name,Smiles,rat_CL_mL_min_kg,Source
,O=C(C1=CC=C(S1)CN2C(C)=CC(C)=N2)NC3=CC(Cl)=C(Cl)C=C3,27.83 ,10.1021/acs.molpharmaceut.4c00406
,BrC1=C(COC2=CC(OCC3=CC4=NON=C4C=C3)=C(CN[C@H](CO)C(O)=O)C=C2Cl)C=CC=C1C5=CC=CC=C5,39.62 ,10.1021/acs.molpharmaceut.4c00406
,CCS(=O)(=O)C1=CC=C(CNC(=O)C2=CC=C3N(CCF)C(CC4=CC=C(Cl)C=C4C(F)(F)F)=CC3=C2)C=C1,16.20 ,10.1021/acs.molpharmaceut.4c00406
,CCS(=O)(=O)C1=CC=C(CNC(=O)C2=CC=C3N(C(C)C)C(CC4=CC=C(Cl)C=C4C(F)(F)F)=CC3=C2)C=C1,60.20 ,10.1021/acs.molpharmaceut.4c00406
,O=C(NC1=NC=CC(C(F)(F)F)=C1)C2=CC=C(C3=C(C(N)=O)N(N)C([C@@H]4CCCCN4C(C=C)=O)=N3)C=C2,13.40 ,10.1021/acs.molpharmaceut.4c00406
,CCOC1=CC(NC(=O)NCC2=NN=C(C3=CN(C)N=C3C(F)(F)F)C(C)=C2)=CC(Cl)=N1,4.17 ,10.1021/acs.molpharmaceut.4c00406
,CCOC1=CC(NC(=O)NCC2=NN=C(C3=CN(C)N=C3C(F)(F)F)C(C)=C2)=CC(=N1)C(F)(F)F,1.52 ,10.1021/acs.molpharmaceut.4c00406
,CCOC1=C(C)C(NC(=O)NCC2=NN=C(C3=CN(C)N=C3C(F)(F)F)C(C)=C2)=CC(C)=N1,6.17 ,10.1021/acs.molpharmaceut.4c00406
,CCOCCN1C(=NC2=CC=CC(OC)=C12)C1=CN=C(C=C1)N1[C@@H](C)CC[C@@H]1C,190.00 ,10.1021/acs.molpharmaceut.4c00406
,Cl.COC1=CC=CC2=C1N(C[C@@H]1CNCCO1)C(=N2)C1=CN=C(C=C1)N1[C@@H](C)CC[C@@H]1C,35.00 ,10.1021/acs.molpharmaceut.4c00406
,CCNC(=O)C1=CC(OC)=C2N(C[C@@H]3CN(C)CCO3)C(=NC2=C1)C1=CN=C(C=C1)N1[C@@H](C)CC[C@@H]1C,22.00 ,10.1021/acs.molpharmaceut.4c00406
,COC1=C2N(C[C@@H]3CN(C)CCO3)C(=NC2=C(F)C(=C1)C(N)=O)C1=CN=C(C=C1)N1CCC[C@@H]1C,14.00 ,10.1021/acs.molpharmaceut.4c00406
,CNC(=O)C1=CC(OC)=C2N(C[C@@H]3CNCCO3)C(=NC2=C1F)C1=CN=C(C=C1)N1[C@@H](C)CC[C@@H]1C,11.00 ,10.1021/acs.molpharmaceut.4c00406
,OB1OCC2=CC=C(NC(C3=C(C)N(C4=CC=CC=N4)N=N3)=O)C=C21,4.50 ,10.1021/acs.molpharmaceut.4c00406
,Brc1cc(NCC2C(CCCC2)O)c2cn[nH]c2c1,40.50 ,10.1021/acs.molpharmaceut.4c00406
,CC(F)(F)C1=NN2C(N=C(C)C=C2NC3=CC=C(S(F)(F)(F)(F)F)C=C3)=N1,6.50 ,10.1021/acs.molpharmaceut.4c00406
,CC(NC(=O)c1[nH]cc(Cc2ccc(nc2)C(F)(F)F)c1C)c3cc(C)on3,3.20 ,10.1021/acs.molpharmaceut.4c00406
,CC(NC(=O)c1[nH]cc(Cc2ccc(nc2)C(F)(F)F)c1C)c3cn[nH]c3,6.20 ,10.1021/acs.molpharmaceut.4c00406
,CC(NC(=O)c1[nH]cc(Cc2ccc(nc2)C(F)(F)F)c1C)c3cnn(C)c3,2.40 ,10.1021/acs.molpharmaceut.4c00406
,CC(NC(=O)c1[nH]cc(c1C)C2(CC2)c3ccc(nc3)C(F)(F)F)c4nc[nH]n4,6.80 ,10.1021/acs.molpharmaceut.4c00406
,Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(c4nc[nH]n4)C,7.00 ,10.1021/acs.molpharmaceut.4c00406
,OC(C)CCCCN1C(C2=C(N(C1=O)C)N=CN2C)=O,17.02 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C1=C(N2C)N=CN1C)N(CCCCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)C)C2=O,10.57 ,10.1021/acs.molpharmaceut.4c00406
,O=C1C(N2C)=C(N=C2)N(C)C(N1CCCCC(C)OC(CCCCC3SSCC3)=O)=O,15.86 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C1=C(N2C)N=CN1C)N(CCCCC(OC(CCCCCCC/C=C/CCCCCCCC)=O)C)C2=O,40.26 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C1=C(N2C)N=CN1C)N(CCCCC(OC(CCCCCCCCCCCCCCC)=O)C)C2=O,64.90 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(COC2=CC(C)=C(CN[C@H](CO)C(O)=O)C(OCC3=CC(C#N)=CC=C3)=C2)C=CC=C1C(C=C4)=CC5=C4OCCO5,124.00 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(C(F)(F)OC2=C(Cl)C=C(CNC(CO)(CO)CO)C(OCC3=CC(C#N)=CN=C3)=C2)C=CC=C1C(C=C4)=CC5=C4OCCO5,89.00 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(C(F)(F)OC2=C(Cl)C=C(CN3CCCC[C@@]3([H])C(O)=O)C(OCC4=CC(C#N)=NC=C4)=C2)C=CC=C1C(C=C5)=CC6=C5OCCO6,143.00 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(C(F)(F)OC2=C(Cl)C=C(CN[C@@H]3C(O)O[C@H](CO)[C@@H](O)[C@@H]3O)C(OCC4=CC(C#N)=NC=C4)=C2)C=CC=C1C(C=C5)=CC6=C5OCCO6,40.00 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(C(F)(F)OC2=C(Cl)C=C(CN[C@H]([C@@H](O)[C@@H](O)[C@@H](CO)O)CO)C(OCC3=CC(C#N)=NC=C3)=C2)C=CC=C1C(C=C4)=CC5=C4OCCO5,131.00 ,10.1021/acs.molpharmaceut.4c00406
,FC(C=C(F)C=C1)=C1OC(CC2)CCN2C3=NC4=C(CN(C(C)=O)CC4)N=C3NC(C)C,49.70 ,10.1021/acs.molpharmaceut.4c00406
,FC(F)(F)C1=C2N3CCN(CC4CCC4)C(=O)C3=NC2=CC=C1,60.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C1NC2=CC=C(F)C=C2/C1=C/C3=C(C)C(NC(CCN4CCCC4)=O)=CN3,5.80 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(C2=NC(OC)=C(CNCCO)C=C2)C=CC=C1C3=CC=CC=C3,191.67 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C1=CC=C(N2CCN(CC)CC2)C=C1)NC3=NNC(C4=CC(N(CC5=C(Cl)C=CC=C5Cl)C=N6)=C6C=C4)=C3,40.17 ,10.1021/acs.molpharmaceut.4c00406
,C(#N)/C=C/C1=CC(C)=C(C(C)=C1)OC1=C2CSCCC2=NC(NC2C=CC(=C(C=2[H])[H])C#N)=N1,23.00 ,10.1021/acs.molpharmaceut.4c00406
,OC(=O)[C@@H](c1c(c2[n]cc3[n]c[n](c3c2)[C@@H](c2c(c(C3CC3)ccc2Cl)Cl)C)cccc1)C,41.90 ,10.1021/acs.molpharmaceut.4c00406
,O=C(CC1=CC=C(S(=O)(CC)=O)C=C1)NC2=CC=C(C3=NC(C=CC(C)=C4)=C4N3CCCCC)C=C2,24.67 ,10.1021/acs.molpharmaceut.4c00406
,O=C(CC1=CC=C(S(=O)(CC)=O)C=C1)NC2=CC=C(C3=NC(C=CC(C)=C4)=C4N3[C@@H](C)C5=CC=C(C)C=C5)C=C2,13.17 ,10.1021/acs.molpharmaceut.4c00406
,O=C(CC1=CC=C(S(=O)(CC)=O)C=C1)NC2=CC=C(C3=NC(C=CC(C(F)(F)F)=C4)=C4N3[C@H](C)C5=CC=C(F)C=C5)C=C2,3.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C(CC1=CC=C(S(=O)(CC)=O)C=C1)NC2=CC=C(C3=NC(C=CC(C(F)(F)F)=C4)=C4N3[C@@H](C)C5=CC=C(F)C=C5)C=C2,3.33 ,10.1021/acs.molpharmaceut.4c00406
,O=S(OC[C@H]1[C@@H](O)C[C@H](N2N=NC3=C2N=CN=C3N[C@@H]4C5=CC=CC=C5C6(CCN(C(OC)=O)CC6)C4)C1)(N)=O,16.50 ,10.1021/acs.molpharmaceut.4c00406
,N(C1C2C=CN(C=2N=CN=1)C1C(COS(=O)(=O)N)(C1)O)[C@H]1CCC2C1=CC=CC=2,29.70 ,10.1021/acs.molpharmaceut.4c00406
,O=C(CC1=CC=CC(OCCC=CCCOC2=CC=CC(CC3=O)=C2)=C1)NC4=NN=C(CCCCC(C=C5)=NN=C5N3)S4,53.33 ,10.1021/acs.molpharmaceut.4c00406
,O=C(CC1C=CC=CN=1)NC1SC(CCCCC2=CC=C(NC(CC3=CC=CC(=C3)OC(F)(F)F)=O)N=N2)=NN=1,135.00 ,10.1021/acs.molpharmaceut.4c00406
,CC(C)OC(C=C(C1CCN(CCC(NCCOCCNC(C=C)=O)=O)CC1)C(C)=C2)=C2NC3=NC(NC4=C(S(C(C)C)(=O)=O)C=CC=C4)=C(Cl)C=N3,16.98 ,10.1021/acs.molpharmaceut.4c00406
,CC1=NC2=CC=CC=C2C(N(C3=CC(OC(C(C)C)C(NO)=O)=C(OC)C=C3)C)=N1,28.83 ,10.1021/acs.molpharmaceut.4c00406
,FC1=CN=C(NC2=CC=C(N(S(=O)(C(F)(F)F)=O)C=C3)C3=C2)N=C1C4=CN(CCC#N)N=C4,1.58 ,10.1021/acs.molpharmaceut.4c00406
,O=C1NC(C2=CC=C(OCC(NC3=CC=C(N4CCN(C)CC4)C(Cl)=C3)=O)C=C2)=NC5=CC(OC)=CC(OC)=C51,57.40 ,10.1021/acs.molpharmaceut.4c00406
,OC(/C=C/C1C=C(F)C([C@@H]2C3NC4C=CC=CC=4C3C[C@@H](C)N2CC(C)(C)F)=C(C=1)F)=O,10.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C1=CC=C(C2=CC(F)=C([C@H]3N(CC(C)(F)C)[C@H](C)CC4=C3NC5=C4C=CC=C5)C(F)=C2)C=C1)O,1.67 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(N(C(C2CCCC2)=O)CC)C=C(C3=CC=C(CN4CCOCC4)C=C3)C=C1C(NCC5=C(C)C=C(C)NC5=O)=O,62.67 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(N(C(C2CC2)=O)CC)C=C(C3=CC=C(CN4CCOCC4)C=C3)C=C1C(NCC5=C(C)C=C(C)NC5=O)=O,69.13 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(N(C(C2CC2)=O)CC)C=C(C3=CC=C(N4CCN(CC)CC4)C=C3)C=C1C(NCC5=C(C)C=C(C)NC5=O)=O,69.92 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(N(C(C2CC2)=O)CC)C=C(C3=CC=C(N4CCN(CC5CC5)CC4)N=C3)C=C1C(NCC6=C(C)C=C(C)NC6=O)=O,60.27 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(N(C(C2CC2)=O)CC)C=C(C3=CC=C(N4CCN(CC5CC5)CC4)N=C3C)C=C1C(NCC6=C(C)C=C(C)NC6=O)=O,85.50 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(N(C(C2CC2)=O)CC)C=C(C3=CC(C)=C(N4CCN(CC5CC5)CC4)N=C3)C=C1C(NCC6=C(C)C=C(C)NC6=O)=O,60.87 ,10.1021/acs.molpharmaceut.4c00406
,FC1(CC2CC3=CC(OC)=C(OC)C=C3C2=O)CCN(CC4=CC=CC=C4F)CC1,23.70 ,10.1021/acs.molpharmaceut.4c00406
,FC1=CC=C(OCC(F)F)C([C@@H](C)NC2=NC3=C(C4=CN(CCO)N=C4)C=NN3C=C2)=C1,83.33 ,10.1021/acs.molpharmaceut.4c00406
,Cc1cc(cc2cn[nH]c12)C[C@@H](NC(=O)N1CCC2(CC1)OC(=O)Nc1ncccc12)C(=O)N[C@@H](CC1CCNCC1)C(=O)N1CCN(CC1)c1ccncc1,17.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C(C)=C1)N(CC2=CC=C(Cl)C=C2)N=C1C3=CC=C(F)N=C3F,77.60 ,10.1021/acs.molpharmaceut.4c00406
,O=C(NC(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC(C4=CC(C=CC=C5)=C5O4)=NC6=CC=CC=C63,10.00 ,10.1021/acs.molpharmaceut.4c00406
,CC(C(COC1=C(Cl)C=C(CNC(C)(C)C(O)=O)C(OCC2=CC(C#N)=CC=C2)=C1)=CC=C3)=C3C4=CC=CC=C4,15.00 ,10.1021/acs.molpharmaceut.4c00406
,CC(C)[C@@H](NC(=O)c1cc(ccc1F)C(F)(F)F)C(=O)N1CCC2(CC1)N(C(=O)N(C)C2=O)c1ccc2[nH]ncc2c1,36.00 ,10.1021/acs.molpharmaceut.4c00406
,NC1=C(C(COC2=CC3=C(C=C2)N=C(S3)N[C@@H]4CCCC[C@H]4O)=CC=N1)Cl,3.20 ,10.1021/acs.molpharmaceut.4c00406
,N1(C=C(C=N1)NC1N=CC=C(COC2C=C3C(=C(C=2)OC)N=C(NC2[C@H](CCCC2)O)S3)N=1)C,13.00 ,10.1021/acs.molpharmaceut.4c00406
,COC[C@](CO)(OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ncc2c(nc(nc12)Cl)NC1CCCC1)P(=O)(O)O,3.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C(=C)F)N1CCN(C[C@@H]1CC#N)C1C2CCN(CC=2N=C(N=1)OC[C@@H]1CCCN1C)C1=CC=CC2=C1C(=CC=C2)Cl,44.20 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C(C=N1)=C(NC2=CC(C(C)(C)C#N)=CC(C(C)(C#N)C)=C2)N=C1N(CCC3)C[C@H]3N)N,125.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C(C=N1)=C(NC2=CC(C(C)C)=NC(C(C)C)=C2)N=C1N(CCC5)C[C@H]5N)N,36.50 ,10.1021/acs.molpharmaceut.4c00406
,OC(C[C@@H](C1CC1)C2=CC(OCC3CCN(C4=C(C(N(CC(C)(C)C)C5=NC(C)=CC=C5)=O)C=CC(OC)=C4)CC3)=NC=C2)=O,24.63 ,10.1021/acs.molpharmaceut.4c00406
,n1c(cc(nc1N1[C@H](CC1)C)N1C[C@H]2[C@H](C1)[C@H]2CC(O)=O)C(F)(F)F,0.36 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(C=CC=C1CNC2=CC(OCC3=CC(C#N)=CN=C3)=C(CN[C@H](CO)C(O)=O)C=C2C)C4=CC=CC=C4,74.50 ,10.1021/acs.molpharmaceut.4c00406
,OB(O1)[C@H]2[C@H](C2)C3=C1C(C(O)=O)=C(F)C=C3,4.83 ,10.1021/acs.molpharmaceut.4c00406
,O=C1CC2(CCN(C(C3=CC(C4=CC=C(C(O)=O)C=C4)=NC=C3)=O)CC2)OC5=CN(C(C)(C)C)N=C51,54.50 ,10.1021/acs.molpharmaceut.4c00406
,O=C1CC2(CCN(C(C3=CC(C4=CC=C(C(O)=O)C=C4)=NC(N(C)C)=C3)=O)CC2)CC5=C1N(C(C)C)N=C5,31.50 ,10.1021/acs.molpharmaceut.4c00406
,O=C1CC2(CCN(C(C3=CC(C4=CC=C(C(O)=O)C=C4)=NC(OC)=C3)=O)CC2)CC5=C1N(C(C)C)N=C5,16.00 ,10.1021/acs.molpharmaceut.4c00406
,CN(CCN(C)C)C1=CC=C(C#N)C(CN2CCN(C3=CC=C(Cl)C=C3)CC2)=C1,18.14 ,10.1021/acs.molpharmaceut.4c00406
,COC1=CC2=C(C=C1OC)C1=CC(NCC3=CC=CC=C3)=NC(=O)N1CC2,17.67 ,10.1021/acs.molpharmaceut.4c00406
,O=C1N=C(OC[C@@H]2COCCO2)C=C2N1CCC1=C2C=CC(=C1)C#CC1CC1,11.67 ,10.1021/acs.molpharmaceut.4c00406
,O=C(O)C(N1OCC2=CC=C([N+]#[C-])C=C2)=C(C)N=C1C3=CC=CC(C#N)=C3,50.50 ,10.1021/acs.molpharmaceut.4c00406
,NC1=NC=NC2=C1C(C3=CC=C(OC)C(F)=C3)=NN2[C@@H](CC)C(N4C5CC5)=NC6=C(C(F)=CC=C6)C4=O,18.10 ,10.1021/acs.molpharmaceut.4c00406
,ClC1=CC=CC(Cl)=C1C2=NOC(C3CC3)=C2COCC4(F)CCN(C5=CC(N(C)C=C6C(O)=O)=C6C=C5)CC4,88.20 ,10.1021/acs.molpharmaceut.4c00406
,ClC1=CC=CC(F)=C1C2=NOC(C3CC3)=C2COCC4(F)CCN(C5=CC(N(C)C=C6C(O)=O)=C6C=C5)CC4,41.00 ,10.1021/acs.molpharmaceut.4c00406
,ClC1=CC=CC(F)=C1C2=NOC(C3CC3)=C2COCC4(F)CCN(C5=CC(N(CC)C=C6C(O)=O)=C6C=C5)CC4,26.40 ,10.1021/acs.molpharmaceut.4c00406
,OC(C1=CC2=C(C(F)=C1)N=C(N(C(CC3)C4)C3CC4(F)COCC5=C(C6CC6)ON=C5C7=CC=CC=C7OC(F)(F)F)S2)=O,8.54 ,10.1021/acs.molpharmaceut.4c00406
,O1C(C2CC2)=C(COC2CCN(C3C=CC4=C(C=3)N(C=C4C(O)=O)C)CC2)C(C2C(=CC=CC=2Cl)Cl)=N1,82.60 ,10.1021/acs.molpharmaceut.4c00406
,CN(N=C1)C=C1NC2=NC=CC(C3=CC=C(CNC(N4CC(OC(C)C)C4)=O)C(C)=C3)=N2,3.00 ,10.1021/acs.molpharmaceut.4c00406
,NC1=NC2=C(N=CC(F)=C2)C(N[C@](C)(CCCC)CO)=N1,30.00 ,10.1021/acs.molpharmaceut.4c00406
,C[C@H]1CN(C(CC#N)=O)[C@@]11CN(CC1)C1=C2C=CNC2=NC=N1,35.00 ,10.1021/acs.molpharmaceut.4c00406
,COc1ncc(cc1Cl)NC(=O)Nc3cnc2ccc(C#N)cc2c3N4CCOC[C@@H]4C,31.00 ,10.1021/acs.molpharmaceut.4c00406
,C[C@H]1COC[C@H](C)N1C2=C(C=NC3=CC(Cl)=NN23)NC(=O)Nc4ccnc(c4)C(F)(F)F,41.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C([C@@H](CN(CC1CC1)CC1)[C@H]1NC(c1noc(-c(ccc(F)c2)c2F)c1)=O)NC1(CC1)c1ncccn1,70.00 ,10.1021/acs.molpharmaceut.4c00406
,ClC1=C2C(=CC=C1)C=C([C@H](C)NC1=C3C(NC=N3)=NC=N1)N(C1=CC=CC=C1)C2=O,30.50 ,10.1021/acs.molpharmaceut.4c00406
,FC1=C2C(=CC=C1)N=C([C@H](CC)NC1=C3C(NC=N3)=NC=N1)N(C1C=CC=CC=1)C2=O,47.80 ,10.1021/acs.molpharmaceut.4c00406
,O=C1C(C2=CC=CC=C2)=C(C(C)NC3=NC(N)=NC(N)=C3C#N)C(C4=CC=C(F)C=C4)=C5C=CC(F)=CN51,2.90 ,10.1021/acs.molpharmaceut.4c00406
,N#CCCCn1c(cc2cc(Cl)ccc12)CN3C(=O)N(c4ccncc34)C5CC5,36.67 ,10.1021/acs.molpharmaceut.4c00406
,O=C1N(Cc2nc3nc(Cl)ccc3n2CCCC(F)(F)F)c4cnccc4N1C5CC5,23.33 ,10.1021/acs.molpharmaceut.4c00406
,O=C1N(Cc2cc3cnccc3n2CCCC(F)(F)F)c4cnccc4N1C5CC5,75.00 ,10.1021/acs.molpharmaceut.4c00406
,N1C(C2C=C(C=C3C=2C2=C([C@](C)4CCCN4C/C/2=N/1)N3)F)=O,22.70 ,10.1021/acs.molpharmaceut.4c00406
,O=C(NCCO)C1=CC=CC2=C1CCN2C3=CC(CC4=CC(F)=CC(C(F)(F)F)=C4)=NC=N3,18.33 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C1CC(C2=CC=CC=C2)CCN1)NC[C@H](O)CO,54.67 ,10.1021/acs.molpharmaceut.4c00406
,CC1=C(C2=CN(C(C)C)N=C2)N=C(NC3=CC=C(CN(C(/C=C/CN(C)C)=O)CC4)C4=C3)N=C1,83.50 ,10.1021/acs.molpharmaceut.4c00406
,O=C(NCC(O)=O)C1=NC=C(C#CCOC2=CC=C(Cl)C=C2)C=C1O,3.44 ,10.1021/acs.molpharmaceut.4c00406
,CC(SC1=NC2=NC=CC=C2N1C3=C4C=CC=CC4=C(C5CC5)C=C3)C(O)=O,4.40 ,10.1021/acs.molpharmaceut.4c00406
,CC(SC(N1C2=C3C=CC=CC3=C(C4CC4)C=C2)=NC5=C1C=CN=C5)C(O)=O,5.31 ,10.1021/acs.molpharmaceut.4c00406
,N1=C(Br)N(C2C=CC(C3CC3)=C3C=CC=CC=23)C(SCC(=O)NS(=O)(=O)C2=CC=C(Br)C=C2)=N1,5.46 ,10.1021/acs.molpharmaceut.4c00406
,CC(O)(C1=NC=CS1)C#CC2=CC=C(N3CCOCC3)C(NC4=NC=NC5=C4C=CN5)=C2,40.30 ,10.1021/acs.molpharmaceut.4c00406
,O=C1C2=C(N(C3=CC(F)=C(C4=CC=CC=C4F)C(F)=C3)N=N2)C(C5=CC=CC=C51)=O,10.33 ,10.1021/acs.molpharmaceut.4c00406
,CC#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3[C@H](C[C@@]21C)c1ccc(cc1)N(C)C,61.67 ,10.1021/acs.molpharmaceut.4c00406
,CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)C(CC[C@@]2(O)C#CC(C)(C)C)C2CCC3=CC(=O)CCC3=C21,66.67 ,10.1021/acs.molpharmaceut.4c00406
,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](C[C@@]21C)c1ccc(cc1)N(C)C,51.67 ,10.1021/acs.molpharmaceut.4c00406
,O=C(N)C1=C(NCC[C@H]2C3=C(NC(C=C)=O)C=CC=C3)N2N=C1C4=CC=C(OC5=CC=CC=C5)C=C4,65.30 ,10.1021/acs.molpharmaceut.4c00406
,NC(C1=C(NCC[C@H]2C3=C(NC(C=C)=O)C=CC=C3)N2N=C1C4=CC=C(OCC5CC5)C=C4)=O,82.30 ,10.1021/acs.molpharmaceut.4c00406
,NC(C1=C(NCC[C@H]2C3=C(NC(C=C)=O)C=CC=C3)N2N=C1C4=CC=C(OC)C=C4)=O,77.70 ,10.1021/acs.molpharmaceut.4c00406
,NC(C1=C(NCC[C@H]2C3=C(NC(C=C)=O)C=CC=C3)N2N=C1C4=CC=C(Cl)C=C4)=O,80.60 ,10.1021/acs.molpharmaceut.4c00406
,NC(C1=C(NCC[C@H]2C3CCN(C(C=C)=O)CC3)N2N=C1C4=CC=C(OC5=CC=CC=C5)C=C4)=O,76.80 ,10.1021/acs.molpharmaceut.4c00406
,NC(C1=C(NCC[C@H]2C(C3)CN3C(C=C)=O)N2N=C1C4=CC=C(OC5=CC=CC=C5)C=C4)=O,169.00 ,10.1021/acs.molpharmaceut.4c00406
,NC(C1=C(NCC[C@H]2CNC(C=C)=O)N2N=C1C3=CC=C(OC4=CC=CC=C4)C=C3)=O,93.90 ,10.1021/acs.molpharmaceut.4c00406
,ClC1=CC=C(N2CC(C(O)=O)C2)C(Cl)=C1N3C(C4=CC=C(Cl)O4)=NC(CC(C)C)=C3C,228.00 ,10.1021/acs.molpharmaceut.4c00406
,ClC1=CC=C(N2CC(C(O)=O)C2)C(Cl)=C1N3C(C4=CC=C(Cl)O4)=NC(C(F)(F)F)=C3C,30.00 ,10.1021/acs.molpharmaceut.4c00406
,ClC1=CC=C(N2CC3(CC(C(O)=O)C3)C2)C(Cl)=C1N4C(C5CC5)=NC(C6(CC6)C(F)(F)F)=C4C,2.70 ,10.1021/acs.molpharmaceut.4c00406
,ClC(C=C1)=C2N1N=C([C@H]3N(C4=NC(N)=NC=C4C(C)=O)CC3)N(C5=CC=CC=C5)C2=O,12.70 ,10.1021/acs.molpharmaceut.4c00406
,O[C@H](C[C@H]1C2=C(C3=CN=CN31)C=CC=C2F)[C@H]4CC[C@H](O)CC4,44.60 ,10.1021/acs.molpharmaceut.4c00406
,O[C@H](C[C@H]1C2=C(C3=CN=CN31)C=CC=C2F)[C@H]4CC[C@H](O)CC4,32.00 ,10.1021/acs.molpharmaceut.4c00406
,O[C@H](C[C@H]1C2=C(C3=CN=CN31)C=CC=C2F)[C@H]4CC[C@H](O)CC4,23.20 ,10.1021/acs.molpharmaceut.4c00406
,OC[C@H](C1=CC=CC=C1)NC2=NC=NC3=C2C(C4=CC=CC(NC(C=C)=O)=C4)=C(C5=CC=CC=C5)O3,76.50 ,10.1021/acs.molpharmaceut.4c00406
,OC[C@H](C1=CC=CC=C1)NC2=NC=NC3=C2C(C4=CC=CC(NC(/C=C/CN(C)C)=O)=C4)=C(C5=CC=CC=C5)O3,55.60 ,10.1021/acs.molpharmaceut.4c00406
,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,79.20 ,10.1021/acs.molpharmaceut.4c00406
,CC1=NC(N2CCN(CC)CC2)=CC(NC3=NC=C(C4=CC=NC=C4)S3)=N1,39.60 ,10.1021/acs.molpharmaceut.4c00406
,OC1(CCS(=O)(=O)CC1)C(=O)N1CC[C@@]2([C@H]1CCC1=C2C=CC(=C1)C(F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)C1=CC=C(F)C=C1,3.70 ,10.1021/acs.molpharmaceut.4c00406
,ClC(C=C1)=CC=C1C[C@@H]2N(CCOC2)C3CCN(C4=NC(N)=NN4)CC3,33.70 ,10.1021/acs.molpharmaceut.4c00406
,O=C([C@H](C(C)C)NC(OC)=O)N(CCC1)[C@@H]1C2=NC=C(N2)C3=CC4=C(C5=CC=C(C6=CN=C([C@H]7N(C([C@H](C(C)C)NC(OC)=O)=O)CCC7)N6)C=C5OCC(C)(C)CO4)C=C3,17.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C([C@H](C(C)C)NC(OC)=O)N(CCC1)[C@@H]1C2=NC(Cl)=C(N2)C3=CC4=C(C5=CC=C(C6=C(Cl)N=C([C@H]7N(C([C@H](C(C)C)NC(OC)=O)=O)CCC7)N6)C=C5OCC(C)(C)CO4)C=C3,37.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C([C@H](C(C)C)NC(OC)=O)N(CCC1)[C@@H]1C2=NC=C(N2)C3=CC(CC4)=C(C(S5)=C4C=C5C6=CN=C([C@H]7N(C([C@H](C(C)C)NC(OC)=O)=O)CCC7)N6)C=C3,10.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C([C@H](C(C)C)NC(OC)=O)N(CCC1)[C@@H]1C2=NC=C(N2)C3=CC(C=C4)=C(C(S5)=C4C=C5C6=CN=C([C@H]7N(C([C@H](C(C)C)NC(OC)=O)=O)CCC7)N6)C=C3,11.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C([C@H](C(C)C)NC(OC)=O)N(CCC1)[C@@H]1C2=NC=C(N2)C3=CC(OC4)=C(C(S5)=C4C=C5C6=CN=C([C@H]7N(C([C@H](C(C)C)NC(OC)=O)=O)CCC7)N6)C=C3,10.00 ,10.1021/acs.molpharmaceut.4c00406
,N(C)1CCN(C2C=C(C(C3C=CC4C=CC=CC=4C=3)=NN=2)C2=CC=NC=C2)CC1,24.33 ,10.1021/acs.molpharmaceut.4c00406
